num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 200
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba20_1k_3.5_restart.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 200
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - cd42b8bc4fdaa1fb. Mean loss in evaluation epoch: 0.0476723313331604, epochs needed: 200
evaluating individudal 6 - 86ab87381180f848. Mean loss in evaluation epoch: 0.03031914308667183, epochs needed: 200
evaluating individudal 7 - 322bc4a8de503d04. Mean loss in evaluation epoch: 0.029696106910705566, epochs needed: 200
evaluating individudal 8 - 274b94c5b7d70bc1. Mean loss in evaluation epoch: 0.028946688398718834, epochs needed: 200
evaluating individudal 9 - 1b6baa7a9b23b527. Mean loss in evaluation epoch: 0.031877681612968445, epochs needed: 200
evaluating individudal 10 - ee5d03f0457ec858. Mean loss in evaluation epoch: 0.034918248653411865, epochs needed: 200
evaluating individudal 11 - 34fa86da099cfb51. Mean loss in evaluation epoch: 0.03344094753265381, epochs needed: 200
evaluating individudal 12 - b90232956a6ff996. Mean loss in evaluation epoch: 0.03231331706047058, epochs needed: 200
evaluating individudal 13 - e56234a7f189f4e2. Mean loss in evaluation epoch: 0.032755617052316666, epochs needed: 200
evaluating individudal 14 - 23f44f5fbf84e973. Mean loss in evaluation epoch: 0.02626255713403225, epochs needed: 200
evaluating individudal 15 - 610847a0f4dbaa18. Mean loss in evaluation epoch: 0.032245930284261703, epochs needed: 200
evaluating individudal 16 - 69bbb7e3d5f912cd. Mean loss in evaluation epoch: 0.02768399752676487, epochs needed: 200
evaluating individudal 17 - 2a70c9e2d35ce679. Mean loss in evaluation epoch: 0.03527436777949333, epochs needed: 200
evaluating individudal 18 - e68f50bc7089562c. Mean loss in evaluation epoch: 0.032298583537340164, epochs needed: 200
evaluating individudal 19 - decb3e2da16cd8a4. Mean loss in evaluation epoch: 0.027302036061882973, epochs needed: 200
evaluating individudal 20 - f293dcb903be5861. Mean loss in evaluation epoch: 0.03303571790456772, epochs needed: 200
evaluating individudal 21 - 76355981f634a062. Mean loss in evaluation epoch: 0.0352306142449379, epochs needed: 200
evaluating individudal 22 - 4186a69f5e382db3. Mean loss in evaluation epoch: 0.03595653176307678, epochs needed: 200
evaluating individudal 23 - 67771289900977f6. Mean loss in evaluation epoch: 0.031061965972185135, epochs needed: 200
evaluating individudal 24 - d89c2f7cc5cbe353. Mean loss in evaluation epoch: 0.03163709118962288, epochs needed: 200
evaluating individudal 25 - 58d91c56ae87147f. Mean loss in evaluation epoch: 0.030169403180480003, epochs needed: 200
evaluating individudal 26 - 3c8ab58d3e1ea482. Mean loss in evaluation epoch: 0.0326438844203949, epochs needed: 200
evaluating individudal 27 - db3dea3dc8a615cb. Mean loss in evaluation epoch: 0.02849583327770233, epochs needed: 200
evaluating individudal 28 - 21159dcd1c81fb42. Mean loss in evaluation epoch: 0.025946015492081642, epochs needed: 200
evaluating individudal 29 - cb7129f810d721ab. Mean loss in evaluation epoch: 0.03549153730273247, epochs needed: 200
evaluating individudal 30 - 0ec8536841ad2946. Mean loss in evaluation epoch: 0.033814020454883575, epochs needed: 200
evaluating individudal 31 - dc89cdb264ee88b5. Mean loss in evaluation epoch: 0.03536207601428032, epochs needed: 200
evaluating individudal 32 - 3ae7093c74c1b2f3. Mean loss in evaluation epoch: 0.03459547087550163, epochs needed: 200
evaluating individudal 33 - d2b33d2a029470f6. Mean loss in evaluation epoch: 0.02575019560754299, epochs needed: 200
evaluating individudal 34 - 1e02f8095573fc2f. Mean loss in evaluation epoch: 0.031099367886781693, epochs needed: 200
evaluating individudal 35 - d516bd72cc98820f. Mean loss in evaluation epoch: 0.027495725080370903, epochs needed: 200
evaluating individudal 36 - 0e58aa9b79e2381f. Mean loss in evaluation epoch: 0.030740726739168167, epochs needed: 200
evaluating individudal 37 - e6797a8056a71c6d. Mean loss in evaluation epoch: 0.029463952407240868, epochs needed: 200
evaluating individudal 38 - 51b5eed57950b0cd. Mean loss in evaluation epoch: 0.033286917954683304, epochs needed: 200
evaluating individudal 39 - d7ef066ed509b698. Mean loss in evaluation epoch: 0.03350617364048958, epochs needed: 200
evaluating individudal 0 - f5ba28c8d6998eab. Mean loss in evaluation epoch: 0.02835012786090374, epochs needed: 200
evaluating individudal 1 - 68384b8f2f2d5667. Mean loss in evaluation epoch: 0.029683146625757217, epochs needed: 200
evaluating individudal 2 - fadb04776402217f. Mean loss in evaluation epoch: 0.029427463188767433, epochs needed: 200
evaluating individudal 3 - 5d6c30cf68b8bf1f. Mean loss in evaluation epoch: 0.030623704195022583, epochs needed: 200
evaluating individudal 4 - 75dfc1fb1b58d3c3. Mean loss in evaluation epoch: 0.03656422719359398, epochs needed: 200
evaluating individudal 5 - c5bd811862ee9247. Mean loss in evaluation epoch: 0.032460328191518784, epochs needed: 200
evaluating individudal 6 - 1789a7e80b39f846. Mean loss in evaluation epoch: 0.031032895669341087, epochs needed: 200
evaluating individudal 7 - a9bf13a3968a0cef. Mean loss in evaluation epoch: 0.03089410439133644, epochs needed: 200
evaluating individudal 8 - 358d9473df860bf2. Mean loss in evaluation epoch: 0.03905775025486946, epochs needed: 200
evaluating individudal 9 - 87c179eb6c700fa2. Mean loss in evaluation epoch: 0.031157074496150017, epochs needed: 200
Round 5 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: d2b33d2a029470f6, num_times_seen_before: 0
ACC: 0.9210526315789473
TPR/FPR: 1.0, 0.09740259740259741
Loss: 0.02575019560754299
Timestamp: 13168.840867006016
---------------------------------------------------------------
evaluating individudal 0 - f9499f28bf6bfaae. Mean loss in evaluation epoch: 0.02993020974099636, epochs needed: 200
evaluating individudal 1 - 2dd2871cf47f8ded. Mean loss in evaluation epoch: 0.0304269976913929, epochs needed: 200
evaluating individudal 2 - 54b1df71e14b0e41. Mean loss in evaluation epoch: 0.033623404800891876, epochs needed: 200
evaluating individudal 3 - ed2c2f61c8b83596. Mean loss in evaluation epoch: 0.033073790371418, epochs needed: 200
evaluating individudal 4 - 086207015fd307ff. Mean loss in evaluation epoch: 0.03009411133825779, epochs needed: 200
evaluating individudal 5 - 0333de3a42eb1a43. Mean loss in evaluation epoch: 0.026487959548830986, epochs needed: 200
evaluating individudal 6 - acccc03f733cb065. Mean loss in evaluation epoch: 0.03206341713666916, epochs needed: 200
evaluating individudal 7 - 60fcf0f5138ed54f. Mean loss in evaluation epoch: 0.029079187661409378, epochs needed: 200
evaluating individudal 8 - 2f5118a63fbfa40c. Mean loss in evaluation epoch: 0.03545719385147095, epochs needed: 200
evaluating individudal 9 - 6ede833577be97fb. Mean loss in evaluation epoch: 0.031218230724334717, epochs needed: 200
evaluating individudal 10 - e815e7e3e20bdf47. Mean loss in evaluation epoch: 0.03036387264728546, epochs needed: 200
evaluating individudal 11 - 532c490abd87890a. Mean loss in evaluation epoch: 0.02846471779048443, epochs needed: 200
evaluating individudal 12 - 95cd69403e669d6c. Mean loss in evaluation epoch: 0.03395850211381912, epochs needed: 200
evaluating individudal 13 - b4c702642b6537db. Mean loss in evaluation epoch: 0.03272700309753418, epochs needed: 200
evaluating individudal 14 - 7335d12e7f79fd8a. Mean loss in evaluation epoch: 0.026417985558509827, epochs needed: 200
evaluating individudal 15 - 0807914172e3b42e. Mean loss in evaluation epoch: 0.030256766825914383, epochs needed: 200
evaluating individudal 16 - 464a95eea879625a. Mean loss in evaluation epoch: 0.026620512828230858, epochs needed: 200
evaluating individudal 17 - 5b4f1725ff797037. Mean loss in evaluation epoch: 0.02842685580253601, epochs needed: 200
evaluating individudal 18 - 7d930ee49ce37698. Mean loss in evaluation epoch: 0.03383733704686165, epochs needed: 200
evaluating individudal 19 - eda41efa5e4365ae. Mean loss in evaluation epoch: 0.033094584941864014, epochs needed: 200
evaluating individudal 20 - 47cf4cc7d1d39c1e. Mean loss in evaluation epoch: 0.03125980123877525, epochs needed: 200
evaluating individudal 21 - 62fcd000d3b0325d. Mean loss in evaluation epoch: 0.030326617881655693, epochs needed: 200
evaluating individudal 22 - 68ea6f3ce0c66c2a. Mean loss in evaluation epoch: 0.03329336270689964, epochs needed: 200
evaluating individudal 23 - 1f593893010412c2. Mean loss in evaluation epoch: 0.03164131939411163, epochs needed: 200
evaluating individudal 24 - 033631fa6c4240a5. Mean loss in evaluation epoch: 0.035781003534793854, epochs needed: 200
evaluating individudal 25 - 8f9a948b45048a65. Mean loss in evaluation epoch: 0.03308204188942909, epochs needed: 200
evaluating individudal 26 - 478f854c282ad4f3. Mean loss in evaluation epoch: 0.027668753638863564, epochs needed: 200
evaluating individudal 27 - c5ab75006150a9b5. Mean loss in evaluation epoch: 0.02337988093495369, epochs needed: 200
evaluating individudal 28 - 18b4177c9d25e87f. Mean loss in evaluation epoch: 0.031469762325286865, epochs needed: 200
evaluating individudal 29 - 4dfbbb13eb6986f3. Mean loss in evaluation epoch: 0.033018797636032104, epochs needed: 200
evaluating individudal 30 - 32a1af4b0ba6522d. Mean loss in evaluation epoch: 0.034050505608320236, epochs needed: 200
evaluating individudal 31 - 48b4b950271946b4. Mean loss in evaluation epoch: 0.026328474283218384, epochs needed: 200
evaluating individudal 32 - b837ee12b78506a6. Mean loss in evaluation epoch: 0.02930045686662197, epochs needed: 200
evaluating individudal 33 - f388379ee01ec875. Mean loss in evaluation epoch: 0.03148208186030388, epochs needed: 200
evaluating individudal 34 - 4446d52fc47a95ee. Mean loss in evaluation epoch: 0.02994782105088234, epochs needed: 200
evaluating individudal 35 - 03b2a52985672180. Mean loss in evaluation epoch: 0.030040128156542778, epochs needed: 200
evaluating individudal 36 - 564c17c865b7e545. Mean loss in evaluation epoch: 0.026429546996951103, epochs needed: 200
evaluating individudal 37 - 73122ecad49494cc. Mean loss in evaluation epoch: 0.030030766502022743, epochs needed: 200
evaluating individudal 38 - 7b68e14d7b81df5e. Mean loss in evaluation epoch: 0.02106167934834957, epochs needed: 200
evaluating individudal 39 - 14952772bab95c8e. Mean loss in evaluation epoch: 0.029869094491004944, epochs needed: 200
evaluating individudal 0 - d2b33d2a029470f6. Mean loss in evaluation epoch: 0.026175355538725853, epochs needed: 200
evaluating individudal 1 - 21159dcd1c81fb42. Mean loss in evaluation epoch: 0.02608669176697731, epochs needed: 200
evaluating individudal 2 - 23f44f5fbf84e973. Mean loss in evaluation epoch: 0.026088034734129906, epochs needed: 200
evaluating individudal 3 - 2325e44c7af9674a. Mean loss in evaluation epoch: 0.027305496856570244, epochs needed: 200
evaluating individudal 4 - decb3e2da16cd8a4. Mean loss in evaluation epoch: 0.028437739238142967, epochs needed: 200
evaluating individudal 5 - d516bd72cc98820f. Mean loss in evaluation epoch: 0.030574798583984375, epochs needed: 200
evaluating individudal 6 - 69bbb7e3d5f912cd. Mean loss in evaluation epoch: 0.028436584398150444, epochs needed: 200
evaluating individudal 7 - f5ba28c8d6998eab. Mean loss in evaluation epoch: 0.029435796663165092, epochs needed: 200
evaluating individudal 8 - db3dea3dc8a615cb. Mean loss in evaluation epoch: 0.028443902730941772, epochs needed: 200
evaluating individudal 9 - 7f33dda48baf9c8d. Mean loss in evaluation epoch: 0.029168501496315002, epochs needed: 200
Round 6 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 7b68e14d7b81df5e, num_times_seen_before: 0
ACC: 0.9263157894736842
TPR/FPR: 1.0, 0.09090909090909091
Loss: 0.02106167934834957
Timestamp: 15803.279690419004
---------------------------------------------------------------
evaluating individudal 0 - 28c8e42bc67af24d. Mean loss in evaluation epoch: 0.029527802020311356, epochs needed: 200
evaluating individudal 1 - d88ebe79f327d766. Mean loss in evaluation epoch: 0.030049502849578857, epochs needed: 200
evaluating individudal 2 - ca3a23aeaf8887d7. Mean loss in evaluation epoch: 0.032172150909900665, epochs needed: 200
evaluating individudal 3 - a5af1d0f61bf842d. Mean loss in evaluation epoch: 0.02289574034512043, epochs needed: 200
evaluating individudal 4 - e788931870a37b85. Mean loss in evaluation epoch: 0.01990555040538311, epochs needed: 200
evaluating individudal 5 - 9b6b3c9db27265c4. Mean loss in evaluation epoch: 0.02728826180100441, epochs needed: 200
evaluating individudal 6 - 631a10af2542fc07. Mean loss in evaluation epoch: 0.032639820128679276, epochs needed: 200
evaluating individudal 7 - baf2d1599814e358. Mean loss in evaluation epoch: 0.0279326681047678, epochs needed: 200
evaluating individudal 8 - f38a277acdf2820e. Mean loss in evaluation epoch: 0.032022833824157715, epochs needed: 200
evaluating individudal 9 - a9f3c6d853550d2d. Mean loss in evaluation epoch: 0.021707942709326744, epochs needed: 200
evaluating individudal 10 - d054b8d33b00d194. Mean loss in evaluation epoch: 0.025853289291262627, epochs needed: 200
evaluating individudal 11 - 9758b6d565509368. Mean loss in evaluation epoch: 0.03205925226211548, epochs needed: 200
evaluating individudal 12 - f4b75f4c3ae588f4. Mean loss in evaluation epoch: 0.032535653561353683, epochs needed: 200
evaluating individudal 13 - 2e7e71115b1adc06. Mean loss in evaluation epoch: 0.031890202313661575, epochs needed: 200
evaluating individudal 14 - 3772138946d18176. Mean loss in evaluation epoch: 0.03025326132774353, epochs needed: 200
evaluating individudal 15 - efeab677d9486675. Mean loss in evaluation epoch: 0.022116053849458694, epochs needed: 200
evaluating individudal 16 - 2c73087f2093dd31. Mean loss in evaluation epoch: 0.020173516124486923, epochs needed: 200
evaluating individudal 17 - d385fcc256cc0e12. Mean loss in evaluation epoch: 0.03088861145079136, epochs needed: 200
evaluating individudal 18 - d45bf290f831df53. Mean loss in evaluation epoch: 0.031510092318058014, epochs needed: 200
evaluating individudal 19 - 6faf8f979ba7f48b. Mean loss in evaluation epoch: 0.0204328503459692, epochs needed: 200
evaluating individudal 20 - 972f5ba3739e2909. Mean loss in evaluation epoch: 0.03793620318174362, epochs needed: 200
evaluating individudal 21 - 27b2e0e527fac621. Mean loss in evaluation epoch: 0.0396968238055706, epochs needed: 200
evaluating individudal 22 - 06612116d52c3a6f. Mean loss in evaluation epoch: 0.03309169039130211, epochs needed: 200
evaluating individudal 23 - 15183b0e824e99f3. Mean loss in evaluation epoch: 0.039009835571050644, epochs needed: 200
evaluating individudal 24 - 7c599df7a3da1a3f. Mean loss in evaluation epoch: 0.024421660229563713, epochs needed: 200
evaluating individudal 25 - 903e9c0c9d57be83. Mean loss in evaluation epoch: 0.02820950746536255, epochs needed: 200
evaluating individudal 26 - 4230e1dd54b2c7d0. Mean loss in evaluation epoch: 0.0361240915954113, epochs needed: 200
evaluating individudal 27 - b737e32d0d401fd0. Mean loss in evaluation epoch: 0.029604554176330566, epochs needed: 200
evaluating individudal 28 - a34e66923cdd25ec. Mean loss in evaluation epoch: 0.027401546016335487, epochs needed: 200
evaluating individudal 29 - 0d670775cbf161d7. Mean loss in evaluation epoch: 0.029882831498980522, epochs needed: 200
evaluating individudal 30 - 64bcb4c5b3e04599. Mean loss in evaluation epoch: 0.026749450713396072, epochs needed: 200
evaluating individudal 31 - a512a91f13a45d14. Mean loss in evaluation epoch: 0.032415807247161865, epochs needed: 200
evaluating individudal 32 - 12359d252624536c. Mean loss in evaluation epoch: 0.029591822996735573, epochs needed: 200
evaluating individudal 33 - c890cc0318a69061. Mean loss in evaluation epoch: 0.027947885915637016, epochs needed: 200
evaluating individudal 34 - 84e87449cd09bc0c. Mean loss in evaluation epoch: 0.03723689541220665, epochs needed: 200
evaluating individudal 35 - ae1caf25dc28ea31. Mean loss in evaluation epoch: 0.0305075291544199, epochs needed: 200
evaluating individudal 36 - 082b30483087369e. Mean loss in evaluation epoch: 0.022687368094921112, epochs needed: 200
evaluating individudal 37 - 97bd406290c31b60. Mean loss in evaluation epoch: 0.03246557340025902, epochs needed: 200
evaluating individudal 38 - 03034c67a3a66de7. Mean loss in evaluation epoch: 0.03888972848653793, epochs needed: 200
evaluating individudal 39 - cc81710516fafed4. Mean loss in evaluation epoch: 0.026150068268179893, epochs needed: 200
evaluating individudal 0 - 7b68e14d7b81df5e. Mean loss in evaluation epoch: 0.021385718137025833, epochs needed: 200
evaluating individudal 1 - c5ab75006150a9b5. Mean loss in evaluation epoch: 0.02413679100573063, epochs needed: 200
evaluating individudal 2 - 21159dcd1c81fb42. Mean loss in evaluation epoch: 0.026543522253632545, epochs needed: 200
evaluating individudal 3 - 23f44f5fbf84e973. Mean loss in evaluation epoch: 0.02553929202258587, epochs needed: 200
evaluating individudal 4 - d2b33d2a029470f6. Mean loss in evaluation epoch: 0.02586781419813633, epochs needed: 200
evaluating individudal 5 - 48b4b950271946b4. Mean loss in evaluation epoch: 0.026238424703478813, epochs needed: 200
evaluating individudal 6 - 7335d12e7f79fd8a. Mean loss in evaluation epoch: 0.02808747999370098, epochs needed: 200
evaluating individudal 7 - 564c17c865b7e545. Mean loss in evaluation epoch: 0.026261499151587486, epochs needed: 200
evaluating individudal 8 - 0333de3a42eb1a43. Mean loss in evaluation epoch: 0.025281060487031937, epochs needed: 200
evaluating individudal 9 - 464a95eea879625a. Mean loss in evaluation epoch: 0.026044854894280434, epochs needed: 200
Round 7 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: e788931870a37b85, num_times_seen_before: 0
ACC: 0.9421052631578948
TPR/FPR: 1.0, 0.07142857142857142
Loss: 0.01990555040538311
Timestamp: 18409.52986197002
---------------------------------------------------------------
evaluating individudal 0 - d98d42491fd74577. Mean loss in evaluation epoch: 0.02874557487666607, epochs needed: 200
evaluating individudal 1 - 1b4ab529b1ce4bd5. Mean loss in evaluation epoch: 0.024835819378495216, epochs needed: 200
evaluating individudal 2 - fa50cc6aac0a535a. Mean loss in evaluation epoch: 0.028071368113160133, epochs needed: 200
evaluating individudal 3 - 7b91d58f8df908e9. Mean loss in evaluation epoch: 0.0381522960960865, epochs needed: 200
evaluating individudal 4 - 2b6694207bf68e34. Mean loss in evaluation epoch: 0.024205578491091728, epochs needed: 200
evaluating individudal 5 - 768239d9c83b47b2. Mean loss in evaluation epoch: 0.025168729946017265, epochs needed: 200
evaluating individudal 6 - f0b148c5c4c0f9ef. Mean loss in evaluation epoch: 0.026890790089964867, epochs needed: 200
evaluating individudal 7 - 363a4620600334d5. Mean loss in evaluation epoch: 0.032857585698366165, epochs needed: 200
evaluating individudal 8 - f3a51cbc251d162d. Mean loss in evaluation epoch: 0.026217712089419365, epochs needed: 200
evaluating individudal 9 - 090f39ffa1a1b253. Mean loss in evaluation epoch: 0.025371665135025978, epochs needed: 200
evaluating individudal 10 - a777f5c92398ba9a. Mean loss in evaluation epoch: 0.024096114560961723, epochs needed: 200
evaluating individudal 11 - cf3be9ad197962f7. Mean loss in evaluation epoch: 0.027352452278137207, epochs needed: 200
evaluating individudal 12 - 9bbb37155512b47a. Mean loss in evaluation epoch: 0.027341602370142937, epochs needed: 200
evaluating individudal 13 - d8a4b7a87f974017. Mean loss in evaluation epoch: 0.024838997051119804, epochs needed: 200
evaluating individudal 14 - 32651282f492cb4d. Mean loss in evaluation epoch: 0.0188984964042902, epochs needed: 200
evaluating individudal 15 - 55b82dc29582869f. Mean loss in evaluation epoch: 0.02327997051179409, epochs needed: 200
evaluating individudal 16 - 55fc2a0a56133d65. Mean loss in evaluation epoch: 0.027258409187197685, epochs needed: 200
evaluating individudal 17 - cf6055e18bdd8b72. Mean loss in evaluation epoch: 0.02808445133268833, epochs needed: 200
evaluating individudal 18 - 97d0edeb36673eff. Mean loss in evaluation epoch: 0.028003258630633354, epochs needed: 200
evaluating individudal 19 - 5906cd7004fdb6d5. Mean loss in evaluation epoch: 0.02620558813214302, epochs needed: 200
evaluating individudal 20 - 35f11770252fb2ce. Mean loss in evaluation epoch: 0.027813438326120377, epochs needed: 200
evaluating individudal 21 - 2b2bb4ade5c1981d. Mean loss in evaluation epoch: 0.022377513349056244, epochs needed: 200
evaluating individudal 22 - e8dba73d5b06db0a. Mean loss in evaluation epoch: 0.027188658714294434, epochs needed: 200
evaluating individudal 23 - b1298413fa68560e. Mean loss in evaluation epoch: 0.020942315459251404, epochs needed: 200
evaluating individudal 24 - d107ef922b316063. Mean loss in evaluation epoch: 0.025593871250748634, epochs needed: 200
evaluating individudal 25 - ec6356016a8039c0. Mean loss in evaluation epoch: 0.023640355095267296, epochs needed: 200
evaluating individudal 26 - bf335c79ddaeb1ce. Mean loss in evaluation epoch: 0.01863436959683895, epochs needed: 200
evaluating individudal 27 - 136da838b0dc7da6. Mean loss in evaluation epoch: 0.026905033737421036, epochs needed: 200
evaluating individudal 28 - 5e17d3a89a3e89a5. Mean loss in evaluation epoch: 0.026257667690515518, epochs needed: 200
evaluating individudal 29 - 704561f9ec695691. Mean loss in evaluation epoch: 0.030538616701960564, epochs needed: 200
evaluating individudal 30 - fdfe186ef5a1f674. Mean loss in evaluation epoch: 0.023452527821063995, epochs needed: 200
evaluating individudal 31 - 81b1a368d22756b2. Mean loss in evaluation epoch: 0.02766636572778225, epochs needed: 200
evaluating individudal 32 - 7e57811190d6ef6b. Mean loss in evaluation epoch: 0.018282389268279076, epochs needed: 200
evaluating individudal 33 - b00e2963d717453f. Mean loss in evaluation epoch: 0.025556985288858414, epochs needed: 200
evaluating individudal 34 - 46dbcdcfdb850176. Mean loss in evaluation epoch: 0.030048632994294167, epochs needed: 200
evaluating individudal 35 - 9716fcefa0ae6ee6. Mean loss in evaluation epoch: 0.028062552213668823, epochs needed: 200
evaluating individudal 36 - 27f1e2b09ca2b2dc. Mean loss in evaluation epoch: 0.022570574656128883, epochs needed: 200
evaluating individudal 37 - 818de5f6d57e3f29. Mean loss in evaluation epoch: 0.025721464306116104, epochs needed: 200
evaluating individudal 38 - afa5afa6c25c402e. Mean loss in evaluation epoch: 0.02132977358996868, epochs needed: 200
evaluating individudal 39 - 74ae590cdb33070f. Mean loss in evaluation epoch: 0.02651733160018921, epochs needed: 200
evaluating individudal 0 - e788931870a37b85. Mean loss in evaluation epoch: 0.020369160920381546, epochs needed: 200
evaluating individudal 1 - 2c73087f2093dd31. Mean loss in evaluation epoch: 0.02073678746819496, epochs needed: 200
evaluating individudal 2 - 6faf8f979ba7f48b. Mean loss in evaluation epoch: 0.02007860504090786, epochs needed: 200
evaluating individudal 3 - 7b68e14d7b81df5e. Mean loss in evaluation epoch: 0.021192189306020737, epochs needed: 200
evaluating individudal 4 - a9f3c6d853550d2d. Mean loss in evaluation epoch: 0.023206515237689018, epochs needed: 200
evaluating individudal 5 - efeab677d9486675. Mean loss in evaluation epoch: 0.025281718000769615, epochs needed: 200
evaluating individudal 6 - 082b30483087369e. Mean loss in evaluation epoch: 0.02239990048110485, epochs needed: 200
evaluating individudal 7 - a5af1d0f61bf842d. Mean loss in evaluation epoch: 0.0231960229575634, epochs needed: 200
evaluating individudal 8 - c5ab75006150a9b5. Mean loss in evaluation epoch: 0.024081381037831306, epochs needed: 200
evaluating individudal 9 - 7c599df7a3da1a3f. Mean loss in evaluation epoch: 0.024087777361273766, epochs needed: 200
Round 8 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 7e57811190d6ef6b, num_times_seen_before: 0
ACC: 0.9578947368421052
TPR/FPR: 1.0, 0.05194805194805195
Loss: 0.018282389268279076
Timestamp: 21015.034646168002
---------------------------------------------------------------
evaluating individudal 0 - 0231a2d56454049d. Mean loss in evaluation epoch: 0.03556355834007263, epochs needed: 200
evaluating individudal 1 - a753ca3f88a208f1. Mean loss in evaluation epoch: 0.035279687494039536, epochs needed: 200
evaluating individudal 2 - c8ef6167e14ffefd. Mean loss in evaluation epoch: 0.029889220371842384, epochs needed: 200
evaluating individudal 3 - 2451eb3a3c080bb5. Mean loss in evaluation epoch: 0.032371655106544495, epochs needed: 200
evaluating individudal 4 - fb1b68673e3719ad. Mean loss in evaluation epoch: 0.028838708996772766, epochs needed: 200
evaluating individudal 5 - 3eaad7031623cf82. Mean loss in evaluation epoch: 0.03168303892016411, epochs needed: 200
evaluating individudal 6 - ca711d70bd0fe4c4. Mean loss in evaluation epoch: 0.03353608399629593, epochs needed: 200
evaluating individudal 7 - a8e2f979f70bbb89. Mean loss in evaluation epoch: 0.02162107825279236, epochs needed: 200
evaluating individudal 8 - 3560d4ab14917729. Mean loss in evaluation epoch: 0.02971700392663479, epochs needed: 200
evaluating individudal 9 - 799b4820a0f72947. Mean loss in evaluation epoch: 0.020805059000849724, epochs needed: 200
evaluating individudal 10 - c38bcd624afe90d7. Mean loss in evaluation epoch: 0.021213794127106667, epochs needed: 200
evaluating individudal 11 - 4ae5ed8613164532. Mean loss in evaluation epoch: 0.02295532077550888, epochs needed: 200
evaluating individudal 12 - 91cc2998c1b4d7d0. Mean loss in evaluation epoch: 0.026078302413225174, epochs needed: 200
evaluating individudal 13 - 37adf916477bdf3c. Mean loss in evaluation epoch: 0.03357034921646118, epochs needed: 200
evaluating individudal 14 - 54cba8c6ca85f62f. Mean loss in evaluation epoch: 0.03554043918848038, epochs needed: 200
evaluating individudal 15 - a7c708da4000bac1. Mean loss in evaluation epoch: 0.0325641892850399, epochs needed: 200
evaluating individudal 16 - d3cf758738b6360a. Mean loss in evaluation epoch: 0.031113285571336746, epochs needed: 200
evaluating individudal 17 - bd11d37787a48165. Mean loss in evaluation epoch: 0.023591892793774605, epochs needed: 200
evaluating individudal 18 - 04925ce3c51b5d29. Mean loss in evaluation epoch: 0.022207558155059814, epochs needed: 200
evaluating individudal 19 - b2b16f4771e3cf17. Mean loss in evaluation epoch: 0.031181318685412407, epochs needed: 200
evaluating individudal 20 - 5d5007f4c43e52ef. Mean loss in evaluation epoch: 0.029292121529579163, epochs needed: 200
evaluating individudal 21 - 354fed799f9f340b. Mean loss in evaluation epoch: 0.034216202795505524, epochs needed: 200
evaluating individudal 22 - f4bf7e70152cbbe8. Mean loss in evaluation epoch: 0.025834208354353905, epochs needed: 200
evaluating individudal 23 - b5f5ae63883b9769. Mean loss in evaluation epoch: 0.029493559151887894, epochs needed: 200
evaluating individudal 24 - 01d5d62e1256cfd3. Mean loss in evaluation epoch: 0.02273699641227722, epochs needed: 200
evaluating individudal 25 - da916a7b3c309222. Mean loss in evaluation epoch: 0.03214278817176819, epochs needed: 200
evaluating individudal 26 - f04455051df61666. Mean loss in evaluation epoch: 0.023140789940953255, epochs needed: 200
evaluating individudal 27 - e3da067b55cfe435. Mean loss in evaluation epoch: 0.01783703826367855, epochs needed: 200
evaluating individudal 28 - 997a879892150efa. Mean loss in evaluation epoch: 0.028466153889894485, epochs needed: 200
evaluating individudal 29 - e29965e8dcff48bd. Mean loss in evaluation epoch: 0.030787711963057518, epochs needed: 200
evaluating individudal 30 - 4251f482c3de4be6. Mean loss in evaluation epoch: 0.027347488328814507, epochs needed: 200
evaluating individudal 31 - 0e1445ef3eb02334. Mean loss in evaluation epoch: 0.029010677710175514, epochs needed: 200
evaluating individudal 32 - 0ff13b53cc19624d. Mean loss in evaluation epoch: 0.01633954979479313, epochs needed: 200
evaluating individudal 33 - cc60a94d71123cee. Mean loss in evaluation epoch: 0.031203795224428177, epochs needed: 200
evaluating individudal 34 - 2d0172d8cefbb302. Mean loss in evaluation epoch: 0.02237713523209095, epochs needed: 200
