../data/final/netrd/SIS/timeseries_bull_1k_0.2_dontdie.pickle
../data/final/netrd/SIS/edges_bull.pickle
SEED: 0
NUM_RUNS: 1
BATCH_SIZE: 100
NUM_DYN_EPOCHS: 200
FORMAT: timeseries
HIDDEN_SIZE: 128
USE_TESTSET: True
tensor([[0., 1., 1., 0., 0.],
        [1., 0., 1., 1., 0.],
        [1., 1., 0., 0., 1.],
        [0., 1., 0., 0., 0.],
        [0., 0., 1., 0., 0.]])
num samples: 1000
NUM_TRAIN_SAMPLES: 799
NUM_TRAIN_BATCHES: 8
NUM_TEST_SAMPLES: 200
NUM_TEST_BATCHES: 2
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 200
IS_CONTINUOUS: False
USE_MAX: False
evaluating: matrix 0, run 0. Mean loss in evaluation epoch: 0.44642773270606995, epochs needed: 200
evaluating: matrix 274, run 0. Mean loss in evaluation epoch: 0.4392346143722534, epochs needed: 200
evaluating: matrix 275, run 0. Mean loss in evaluation epoch: 0.43674084544181824, epochs needed: 200
evaluating: matrix 276, run 0. Mean loss in evaluation epoch: 0.44284358620643616, epochs needed: 200
evaluating: matrix 277, run 0. Mean loss in evaluation epoch: 0.437214195728302, epochs needed: 200
evaluating: matrix 278, run 0. Mean loss in evaluation epoch: 0.43382275104522705, epochs needed: 200
evaluating: matrix 279, run 0. Mean loss in evaluation epoch: 0.437846302986145, epochs needed: 200
evaluating: matrix 280, run 0. Mean loss in evaluation epoch: 0.4397347569465637, epochs needed: 200
evaluating: matrix 281, run 0. Mean loss in evaluation epoch: 0.43653279542922974, epochs needed: 200
evaluating: matrix 282, run 0. Mean loss in evaluation epoch: 0.4404756724834442, epochs needed: 200
evaluating: matrix 283, run 0. Mean loss in evaluation epoch: 0.44112294912338257, epochs needed: 200
evaluating: matrix 284, run 0. Mean loss in evaluation epoch: 0.44634997844696045, epochs needed: 200
evaluating: matrix 285, run 0. Mean loss in evaluation epoch: 0.4397105574607849, epochs needed: 200
evaluating: matrix 286, run 0. Mean loss in evaluation epoch: 0.4384133219718933, epochs needed: 200
evaluating: matrix 287, run 0. Mean loss in evaluation epoch: 0.44082239270210266, epochs needed: 200
evaluating: matrix 288, run 0. Mean loss in evaluation epoch: 0.434484601020813, epochs needed: 200
evaluating: matrix 289, run 0. Mean loss in evaluation epoch: 0.44249045848846436, epochs needed: 200
evaluating: matrix 290, run 0. Mean loss in evaluation epoch: 0.4339436888694763, epochs needed: 200
evaluating: matrix 291, run 0. Mean loss in evaluation epoch: 0.43757081031799316, epochs needed: 200
evaluating: matrix 292, run 0. Mean loss in evaluation epoch: 0.44733601808547974, epochs needed: 200
evaluating: matrix 293, run 0. Mean loss in evaluation epoch: 0.4357299208641052, epochs needed: 200
evaluating: matrix 294, run 0. Mean loss in evaluation epoch: 0.43896734714508057, epochs needed: 200
evaluating: matrix 295, run 0. Mean loss in evaluation epoch: 0.43096601963043213, epochs needed: 200
evaluating: matrix 296, run 0. Mean loss in evaluation epoch: 0.4361189603805542, epochs needed: 200
evaluating: matrix 297, run 0. Mean loss in evaluation epoch: 0.4452718496322632, epochs needed: 200
evaluating: matrix 298, run 0. Mean loss in evaluation epoch: 0.4314432442188263, epochs needed: 200
evaluating: matrix 299, run 0. Mean loss in evaluation epoch: 0.4403349459171295, epochs needed: 200
evaluating: matrix 300, run 0. Mean loss in evaluation epoch: 0.44121819734573364, epochs needed: 200
evaluating: matrix 301, run 0. Mean loss in evaluation epoch: 0.4394856095314026, epochs needed: 200
evaluating: matrix 302, run 0. Mean loss in evaluation epoch: 0.4436752200126648, epochs needed: 200
evaluating: matrix 303, run 0. Mean loss in evaluation epoch: 0.4396824240684509, epochs needed: 200
evaluating: matrix 304, run 0. Mean loss in evaluation epoch: 0.43893373012542725, epochs needed: 200
evaluating: matrix 305, run 0. Mean loss in evaluation epoch: 0.44550657272338867, epochs needed: 200
evaluating: matrix 306, run 0. Mean loss in evaluation epoch: 0.4280416667461395, epochs needed: 200
evaluating: matrix 307, run 0. Mean loss in evaluation epoch: 0.4349522590637207, epochs needed: 200
evaluating: matrix 308, run 0. Mean loss in evaluation epoch: 0.4464372396469116, epochs needed: 200
evaluating: matrix 309, run 0. Mean loss in evaluation epoch: 0.4428027868270874, epochs needed: 200
evaluating: matrix 310, run 0. Mean loss in evaluation epoch: 0.4378696382045746, epochs needed: 200
evaluating: matrix 311, run 0. Mean loss in evaluation epoch: 0.4348856210708618, epochs needed: 200
evaluating: matrix 312, run 0. Mean loss in evaluation epoch: 0.4320319890975952, epochs needed: 200
evaluating: matrix 313, run 0. Mean loss in evaluation epoch: 0.43695640563964844, epochs needed: 200
evaluating: matrix 314, run 0. Mean loss in evaluation epoch: 0.42669248580932617, epochs needed: 200
evaluating: matrix 315, run 0. Mean loss in evaluation epoch: 0.4371444284915924, epochs needed: 200
evaluating: matrix 316, run 0. Mean loss in evaluation epoch: 0.4325941205024719, epochs needed: 200
evaluating: matrix 317, run 0. Mean loss in evaluation epoch: 0.445146381855011, epochs needed: 200
evaluating: matrix 318, run 0. Mean loss in evaluation epoch: 0.4257673919200897, epochs needed: 200
evaluating: matrix 319, run 0. Mean loss in evaluation epoch: 0.43839865922927856, epochs needed: 200
evaluating: matrix 320, run 0. Mean loss in evaluation epoch: 0.4448443651199341, epochs needed: 200
evaluating: matrix 321, run 0. Mean loss in evaluation epoch: 0.4424573481082916, epochs needed: 200
evaluating: matrix 322, run 0. Mean loss in evaluation epoch: 0.44401901960372925, epochs needed: 200
evaluating: matrix 323, run 0. Mean loss in evaluation epoch: 0.42965269088745117, epochs needed: 200
evaluating: matrix 324, run 0. Mean loss in evaluation epoch: 0.4340479373931885, epochs needed: 200
evaluating: matrix 325, run 0. Mean loss in evaluation epoch: 0.44637513160705566, epochs needed: 200
evaluating: matrix 326, run 0. Mean loss in evaluation epoch: 0.4337339997291565, epochs needed: 200
evaluating: matrix 327, run 0. Mean loss in evaluation epoch: 0.44523414969444275, epochs needed: 200
evaluating: matrix 328, run 0. Mean loss in evaluation epoch: 0.43602627515792847, epochs needed: 200
evaluating: matrix 329, run 0. Mean loss in evaluation epoch: 0.44352883100509644, epochs needed: 200
evaluating: matrix 330, run 0. Mean loss in evaluation epoch: 0.4297482967376709, epochs needed: 200
evaluating: matrix 331, run 0. Mean loss in evaluation epoch: 0.4385003447532654, epochs needed: 200
evaluating: matrix 332, run 0. Mean loss in evaluation epoch: 0.44988489151000977, epochs needed: 200
evaluating: matrix 333, run 0. Mean loss in evaluation epoch: 0.44585317373275757, epochs needed: 200
evaluating: matrix 334, run 0. Mean loss in evaluation epoch: 0.44598907232284546, epochs needed: 200
evaluating: matrix 335, run 0. Mean loss in evaluation epoch: 0.4440511465072632, epochs needed: 200
evaluating: matrix 336, run 0. Mean loss in evaluation epoch: 0.4439442753791809, epochs needed: 200
evaluating: matrix 337, run 0. Mean loss in evaluation epoch: 0.43682968616485596, epochs needed: 200
evaluating: matrix 338, run 0. Mean loss in evaluation epoch: 0.443572998046875, epochs needed: 200
evaluating: matrix 339, run 0. Mean loss in evaluation epoch: 0.43918097019195557, epochs needed: 200
evaluating: matrix 340, run 0. Mean loss in evaluation epoch: 0.4455025792121887, epochs needed: 200
evaluating: matrix 341, run 0. Mean loss in evaluation epoch: 0.438979834318161, epochs needed: 200
evaluating: matrix 342, run 0. Mean loss in evaluation epoch: 0.43455106019973755, epochs needed: 200
evaluating: matrix 343, run 0. Mean loss in evaluation epoch: 0.43965014815330505, epochs needed: 200
evaluating: matrix 344, run 0. Mean loss in evaluation epoch: 0.44269776344299316, epochs needed: 200
evaluating: matrix 345, run 0. Mean loss in evaluation epoch: 0.44179287552833557, epochs needed: 200
evaluating: matrix 346, run 0. Mean loss in evaluation epoch: 0.41916030645370483, epochs needed: 200
evaluating: matrix 347, run 0. Mean loss in evaluation epoch: 0.4420113265514374, epochs needed: 200
evaluating: matrix 348, run 0. Mean loss in evaluation epoch: 0.44783806800842285, epochs needed: 200
evaluating: matrix 349, run 0. Mean loss in evaluation epoch: 0.4337815046310425, epochs needed: 200
evaluating: matrix 350, run 0. Mean loss in evaluation epoch: 0.44596022367477417, epochs needed: 200
evaluating: matrix 351, run 0. Mean loss in evaluation epoch: 0.4405937194824219, epochs needed: 200
evaluating: matrix 352, run 0. Mean loss in evaluation epoch: 0.4349556565284729, epochs needed: 200
evaluating: matrix 353, run 0. Mean loss in evaluation epoch: 0.4424424469470978, epochs needed: 200
evaluating: matrix 354, run 0. Mean loss in evaluation epoch: 0.4321136474609375, epochs needed: 200
evaluating: matrix 355, run 0. Mean loss in evaluation epoch: 0.440792441368103, epochs needed: 200
evaluating: matrix 356, run 0. Mean loss in evaluation epoch: 0.43898874521255493, epochs needed: 200
evaluating: matrix 357, run 0. Mean loss in evaluation epoch: 0.4400678277015686, epochs needed: 200
evaluating: matrix 358, run 0. Mean loss in evaluation epoch: 0.44134360551834106, epochs needed: 200
evaluating: matrix 359, run 0. Mean loss in evaluation epoch: 0.44264769554138184, epochs needed: 200
evaluating: matrix 360, run 0. Mean loss in evaluation epoch: 0.43803897500038147, epochs needed: 200
evaluating: matrix 361, run 0. Mean loss in evaluation epoch: 0.42981603741645813, epochs needed: 200
evaluating: matrix 362, run 0. Mean loss in evaluation epoch: 0.43282371759414673, epochs needed: 200
evaluating: matrix 363, run 0. Mean loss in evaluation epoch: 0.4288737177848816, epochs needed: 200
evaluating: matrix 364, run 0. Mean loss in evaluation epoch: 0.43793022632598877, epochs needed: 200
evaluating: matrix 365, run 0. Mean loss in evaluation epoch: 0.44785475730895996, epochs needed: 200
evaluating: matrix 366, run 0. Mean loss in evaluation epoch: 0.43105778098106384, epochs needed: 200
evaluating: matrix 367, run 0. Mean loss in evaluation epoch: 0.44664400815963745, epochs needed: 200
evaluating: matrix 368, run 0. Mean loss in evaluation epoch: 0.42595961689949036, epochs needed: 200
evaluating: matrix 369, run 0. Mean loss in evaluation epoch: 0.4447029232978821, epochs needed: 200
evaluating: matrix 370, run 0. Mean loss in evaluation epoch: 0.42896100878715515, epochs needed: 200
evaluating: matrix 371, run 0. Mean loss in evaluation epoch: 0.44302719831466675, epochs needed: 200
evaluating: matrix 372, run 0. Mean loss in evaluation epoch: 0.44244125485420227, epochs needed: 200
evaluating: matrix 373, run 0. Mean loss in evaluation epoch: 0.44338586926460266, epochs needed: 200
evaluating: matrix 374, run 0. Mean loss in evaluation epoch: 0.4403212070465088, epochs needed: 200
evaluating: matrix 375, run 0. Mean loss in evaluation epoch: 0.432528555393219, epochs needed: 200
evaluating: matrix 376, run 0. Mean loss in evaluation epoch: 0.4285392165184021, epochs needed: 200
evaluating: matrix 377, run 0. Mean loss in evaluation epoch: 0.44418203830718994, epochs needed: 200
evaluating: matrix 378, run 0. Mean loss in evaluation epoch: 0.43298107385635376, epochs needed: 200
evaluating: matrix 379, run 0. Mean loss in evaluation epoch: 0.44380098581314087, epochs needed: 200
evaluating: matrix 380, run 0. Mean loss in evaluation epoch: 0.4347108006477356, epochs needed: 200
evaluating: matrix 381, run 0. Mean loss in evaluation epoch: 0.4458637535572052, epochs needed: 200
evaluating: matrix 382, run 0. Mean loss in evaluation epoch: 0.4373285472393036, epochs needed: 200
evaluating: matrix 383, run 0. Mean loss in evaluation epoch: 0.4455755352973938, epochs needed: 200
evaluating: matrix 384, run 0. Mean loss in evaluation epoch: 0.44380420446395874, epochs needed: 200
evaluating: matrix 385, run 0. Mean loss in evaluation epoch: 0.4445706009864807, epochs needed: 200
evaluating: matrix 386, run 0. Mean loss in evaluation epoch: 0.4317287802696228, epochs needed: 200
evaluating: matrix 387, run 0. Mean loss in evaluation epoch: 0.44409847259521484, epochs needed: 200
evaluating: matrix 388, run 0. Mean loss in evaluation epoch: 0.4467696249485016, epochs needed: 200
evaluating: matrix 389, run 0. Mean loss in evaluation epoch: 0.4361197054386139, epochs needed: 200
evaluating: matrix 390, run 0. Mean loss in evaluation epoch: 0.4331986606121063, epochs needed: 200
evaluating: matrix 391, run 0. Mean loss in evaluation epoch: 0.4430805444717407, epochs needed: 200
evaluating: matrix 392, run 0. Mean loss in evaluation epoch: 0.4459379315376282, epochs needed: 200
evaluating: matrix 393, run 0. Mean loss in evaluation epoch: 0.4395463764667511, epochs needed: 200
evaluating: matrix 394, run 0. Mean loss in evaluation epoch: 0.4428602159023285, epochs needed: 200
evaluating: matrix 395, run 0. Mean loss in evaluation epoch: 0.4457426071166992, epochs needed: 200
evaluating: matrix 396, run 0. Mean loss in evaluation epoch: 0.44872912764549255, epochs needed: 200
evaluating: matrix 397, run 0. Mean loss in evaluation epoch: 0.4400618076324463, epochs needed: 200
evaluating: matrix 398, run 0. Mean loss in evaluation epoch: 0.4384520649909973, epochs needed: 200
evaluating: matrix 399, run 0. Mean loss in evaluation epoch: 0.44277217984199524, epochs needed: 200
evaluating: matrix 400, run 0. Mean loss in evaluation epoch: 0.44479984045028687, epochs needed: 200
evaluating: matrix 401, run 0. Mean loss in evaluation epoch: 0.43916186690330505, epochs needed: 200
evaluating: matrix 402, run 0. Mean loss in evaluation epoch: 0.44745445251464844, epochs needed: 200
evaluating: matrix 403, run 0. Mean loss in evaluation epoch: 0.43354129791259766, epochs needed: 200
evaluating: matrix 404, run 0. Mean loss in evaluation epoch: 0.434671550989151, epochs needed: 200
evaluating: matrix 405, run 0. Mean loss in evaluation epoch: 0.43505004048347473, epochs needed: 200
evaluating: matrix 406, run 0. Mean loss in evaluation epoch: 0.44492197036743164, epochs needed: 200
evaluating: matrix 407, run 0. Mean loss in evaluation epoch: 0.43620753288269043, epochs needed: 200
evaluating: matrix 408, run 0. Mean loss in evaluation epoch: 0.44931691884994507, epochs needed: 200
evaluating: matrix 409, run 0. Mean loss in evaluation epoch: 0.43565019965171814, epochs needed: 200
evaluating: matrix 410, run 0. Mean loss in evaluation epoch: 0.4466971158981323, epochs needed: 200
evaluating: matrix 411, run 0. Mean loss in evaluation epoch: 0.42932775616645813, epochs needed: 200
evaluating: matrix 412, run 0. Mean loss in evaluation epoch: 0.43181607127189636, epochs needed: 200
evaluating: matrix 413, run 0. Mean loss in evaluation epoch: 0.44046497344970703, epochs needed: 200
evaluating: matrix 414, run 0. Mean loss in evaluation epoch: 0.4458245635032654, epochs needed: 200
evaluating: matrix 415, run 0. Mean loss in evaluation epoch: 0.4366472363471985, epochs needed: 200
evaluating: matrix 416, run 0. Mean loss in evaluation epoch: 0.4430416226387024, epochs needed: 200
evaluating: matrix 417, run 0. Mean loss in evaluation epoch: 0.4466460347175598, epochs needed: 200
evaluating: matrix 418, run 0. Mean loss in evaluation epoch: 0.438393771648407, epochs needed: 200
evaluating: matrix 419, run 0. Mean loss in evaluation epoch: 0.43903785943984985, epochs needed: 200
evaluating: matrix 420, run 0. Mean loss in evaluation epoch: 0.44413691759109497, epochs needed: 200
evaluating: matrix 421, run 0. Mean loss in evaluation epoch: 0.4443577826023102, epochs needed: 200
evaluating: matrix 422, run 0. Mean loss in evaluation epoch: 0.43720200657844543, epochs needed: 200
evaluating: matrix 423, run 0. Mean loss in evaluation epoch: 0.43730372190475464, epochs needed: 200
evaluating: matrix 424, run 0. Mean loss in evaluation epoch: 0.4325484037399292, epochs needed: 200
evaluating: matrix 425, run 0. Mean loss in evaluation epoch: 0.44793635606765747, epochs needed: 200
evaluating: matrix 426, run 0. Mean loss in evaluation epoch: 0.43325334787368774, epochs needed: 200
evaluating: matrix 427, run 0. Mean loss in evaluation epoch: 0.44622111320495605, epochs needed: 200
evaluating: matrix 428, run 0. Mean loss in evaluation epoch: 0.4442217946052551, epochs needed: 200
evaluating: matrix 429, run 0. Mean loss in evaluation epoch: 0.4456813335418701, epochs needed: 200
evaluating: matrix 430, run 0. Mean loss in evaluation epoch: 0.4435728192329407, epochs needed: 200
evaluating: matrix 431, run 0. Mean loss in evaluation epoch: 0.43417638540267944, epochs needed: 200
evaluating: matrix 432, run 0. Mean loss in evaluation epoch: 0.44939157366752625, epochs needed: 200
evaluating: matrix 433, run 0. Mean loss in evaluation epoch: 0.43304574489593506, epochs needed: 200
evaluating: matrix 434, run 0. Mean loss in evaluation epoch: 0.4367726743221283, epochs needed: 200
evaluating: matrix 435, run 0. Mean loss in evaluation epoch: 0.44388261437416077, epochs needed: 200
evaluating: matrix 436, run 0. Mean loss in evaluation epoch: 0.44472846388816833, epochs needed: 200
evaluating: matrix 437, run 0. Mean loss in evaluation epoch: 0.43448013067245483, epochs needed: 200
evaluating: matrix 438, run 0. Mean loss in evaluation epoch: 0.4346219003200531, epochs needed: 200
evaluating: matrix 439, run 0. Mean loss in evaluation epoch: 0.44399333000183105, epochs needed: 200
evaluating: matrix 440, run 0. Mean loss in evaluation epoch: 0.44121283292770386, epochs needed: 200
evaluating: matrix 441, run 0. Mean loss in evaluation epoch: 0.44376033544540405, epochs needed: 200
evaluating: matrix 442, run 0. Mean loss in evaluation epoch: 0.4366152882575989, epochs needed: 200
evaluating: matrix 443, run 0. Mean loss in evaluation epoch: 0.44438016414642334, epochs needed: 200
evaluating: matrix 444, run 0. Mean loss in evaluation epoch: 0.44666093587875366, epochs needed: 200
evaluating: matrix 445, run 0. Mean loss in evaluation epoch: 0.4376456141471863, epochs needed: 200
evaluating: matrix 446, run 0. Mean loss in evaluation epoch: 0.44499462842941284, epochs needed: 200
evaluating: matrix 447, run 0. Mean loss in evaluation epoch: 0.44391632080078125, epochs needed: 200
evaluating: matrix 448, run 0. Mean loss in evaluation epoch: 0.44341129064559937, epochs needed: 200
evaluating: matrix 449, run 0. Mean loss in evaluation epoch: 0.4356164336204529, epochs needed: 200
evaluating: matrix 450, run 0. Mean loss in evaluation epoch: 0.4370991587638855, epochs needed: 200
evaluating: matrix 451, run 0. Mean loss in evaluation epoch: 0.44589728116989136, epochs needed: 200
evaluating: matrix 452, run 0. Mean loss in evaluation epoch: 0.4442899823188782, epochs needed: 200
evaluating: matrix 453, run 0. Mean loss in evaluation epoch: 0.4477768540382385, epochs needed: 200
evaluating: matrix 454, run 0. Mean loss in evaluation epoch: 0.4321332275867462, epochs needed: 200
evaluating: matrix 455, run 0. Mean loss in evaluation epoch: 0.4467308521270752, epochs needed: 200
evaluating: matrix 456, run 0. Mean loss in evaluation epoch: 0.44402703642845154, epochs needed: 200
evaluating: matrix 457, run 0. Mean loss in evaluation epoch: 0.43732619285583496, epochs needed: 200
evaluating: matrix 458, run 0. Mean loss in evaluation epoch: 0.4429547190666199, epochs needed: 200
evaluating: matrix 459, run 0. Mean loss in evaluation epoch: 0.4462191164493561, epochs needed: 200
evaluating: matrix 460, run 0. Mean loss in evaluation epoch: 0.4438127279281616, epochs needed: 200
evaluating: matrix 461, run 0. Mean loss in evaluation epoch: 0.4427960515022278, epochs needed: 200
evaluating: matrix 462, run 0. Mean loss in evaluation epoch: 0.4396106004714966, epochs needed: 200
evaluating: matrix 463, run 0. Mean loss in evaluation epoch: 0.4450753331184387, epochs needed: 200
evaluating: matrix 464, run 0. Mean loss in evaluation epoch: 0.43858441710472107, epochs needed: 200
evaluating: matrix 465, run 0. Mean loss in evaluation epoch: 0.4409888982772827, epochs needed: 200
evaluating: matrix 466, run 0. Mean loss in evaluation epoch: 0.4378451108932495, epochs needed: 200
evaluating: matrix 467, run 0. Mean loss in evaluation epoch: 0.4411901831626892, epochs needed: 200
evaluating: matrix 468, run 0. Mean loss in evaluation epoch: 0.444519579410553, epochs needed: 200
evaluating: matrix 469, run 0. Mean loss in evaluation epoch: 0.4403076171875, epochs needed: 200
evaluating: matrix 470, run 0. Mean loss in evaluation epoch: 0.4386381506919861, epochs needed: 200
evaluating: matrix 471, run 0. Mean loss in evaluation epoch: 0.4390332102775574, epochs needed: 200
evaluating: matrix 472, run 0. Mean loss in evaluation epoch: 0.44331127405166626, epochs needed: 200
evaluating: matrix 473, run 0. Mean loss in evaluation epoch: 0.43978047370910645, epochs needed: 200
evaluating: matrix 474, run 0. Mean loss in evaluation epoch: 0.44712507724761963, epochs needed: 200
evaluating: matrix 475, run 0. Mean loss in evaluation epoch: 0.4398525357246399, epochs needed: 200
evaluating: matrix 476, run 0. Mean loss in evaluation epoch: 0.4480626583099365, epochs needed: 200
evaluating: matrix 477, run 0. Mean loss in evaluation epoch: 0.437325119972229, epochs needed: 200
evaluating: matrix 478, run 0. Mean loss in evaluation epoch: 0.4439082145690918, epochs needed: 200
evaluating: matrix 479, run 0. Mean loss in evaluation epoch: 0.4366491436958313, epochs needed: 200
evaluating: matrix 480, run 0. Mean loss in evaluation epoch: 0.4401569366455078, epochs needed: 200
evaluating: matrix 481, run 0. Mean loss in evaluation epoch: 0.4421628713607788, epochs needed: 200
evaluating: matrix 482, run 0. Mean loss in evaluation epoch: 0.4415050745010376, epochs needed: 200
evaluating: matrix 483, run 0. Mean loss in evaluation epoch: 0.43772026896476746, epochs needed: 200
evaluating: matrix 484, run 0. Mean loss in evaluation epoch: 0.43434321880340576, epochs needed: 200
evaluating: matrix 485, run 0. Mean loss in evaluation epoch: 0.445349782705307, epochs needed: 200
evaluating: matrix 486, run 0. Mean loss in evaluation epoch: 0.4313775599002838, epochs needed: 200
evaluating: matrix 487, run 0. Mean loss in evaluation epoch: 0.441986620426178, epochs needed: 200
evaluating: matrix 488, run 0. Mean loss in evaluation epoch: 0.43927234411239624, epochs needed: 200
evaluating: matrix 489, run 0. Mean loss in evaluation epoch: 0.4465785026550293, epochs needed: 200
evaluating: matrix 490, run 0. Mean loss in evaluation epoch: 0.4366503655910492, epochs needed: 200
evaluating: matrix 491, run 0. Mean loss in evaluation epoch: 0.44137027859687805, epochs needed: 200
evaluating: matrix 492, run 0. Mean loss in evaluation epoch: 0.4422445297241211, epochs needed: 200
evaluating: matrix 493, run 0. Mean loss in evaluation epoch: 0.44468793272972107, epochs needed: 200
evaluating: matrix 494, run 0. Mean loss in evaluation epoch: 0.439846932888031, epochs needed: 200
evaluating: matrix 495, run 0. Mean loss in evaluation epoch: 0.4449731111526489, epochs needed: 200
evaluating: matrix 496, run 0. Mean loss in evaluation epoch: 0.4457464814186096, epochs needed: 200
evaluating: matrix 497, run 0. Mean loss in evaluation epoch: 0.44617027044296265, epochs needed: 200
evaluating: matrix 498, run 0. Mean loss in evaluation epoch: 0.44281893968582153, epochs needed: 200
evaluating: matrix 499, run 0. Mean loss in evaluation epoch: 0.4447542726993561, epochs needed: 200
evaluating: matrix 500, run 0. Mean loss in evaluation epoch: 0.4455947279930115, epochs needed: 200
evaluating: matrix 501, run 0. Mean loss in evaluation epoch: 0.43930837512016296, epochs needed: 200
evaluating: matrix 502, run 0. Mean loss in evaluation epoch: 0.44318515062332153, epochs needed: 200
evaluating: matrix 503, run 0. Mean loss in evaluation epoch: 0.4441245198249817, epochs needed: 200
evaluating: matrix 504, run 0. Mean loss in evaluation epoch: 0.43619245290756226, epochs needed: 200
evaluating: matrix 505, run 0. Mean loss in evaluation epoch: 0.4426552355289459, epochs needed: 200
evaluating: matrix 506, run 0. Mean loss in evaluation epoch: 0.43701961636543274, epochs needed: 200
evaluating: matrix 507, run 0. Mean loss in evaluation epoch: 0.44520044326782227, epochs needed: 200
evaluating: matrix 508, run 0. Mean loss in evaluation epoch: 0.44660884141921997, epochs needed: 200
evaluating: matrix 509, run 0. Mean loss in evaluation epoch: 0.43957263231277466, epochs needed: 200
evaluating: matrix 510, run 0. Mean loss in evaluation epoch: 0.44076550006866455, epochs needed: 200
evaluating: matrix 511, run 0. Mean loss in evaluation epoch: 0.43912413716316223, epochs needed: 200
evaluating: matrix 512, run 0. Mean loss in evaluation epoch: 0.44196653366088867, epochs needed: 200
evaluating: matrix 513, run 0. Mean loss in evaluation epoch: 0.44255173206329346, epochs needed: 200
evaluating: matrix 514, run 0. Mean loss in evaluation epoch: 0.4393869638442993, epochs needed: 200
evaluating: matrix 515, run 0. Mean loss in evaluation epoch: 0.4449264705181122, epochs needed: 200
evaluating: matrix 516, run 0. Mean loss in evaluation epoch: 0.44908398389816284, epochs needed: 200
evaluating: matrix 517, run 0. Mean loss in evaluation epoch: 0.44015979766845703, epochs needed: 200
evaluating: matrix 518, run 0. Mean loss in evaluation epoch: 0.4414515495300293, epochs needed: 200
evaluating: matrix 519, run 0. Mean loss in evaluation epoch: 0.4426432251930237, epochs needed: 200
evaluating: matrix 520, run 0. Mean loss in evaluation epoch: 0.44435030221939087, epochs needed: 200
evaluating: matrix 521, run 0. Mean loss in evaluation epoch: 0.44232407212257385, epochs needed: 200
evaluating: matrix 522, run 0. Mean loss in evaluation epoch: 0.4363211691379547, epochs needed: 200
evaluating: matrix 523, run 0. Mean loss in evaluation epoch: 0.4437353014945984, epochs needed: 200
evaluating: matrix 524, run 0. Mean loss in evaluation epoch: 0.4450586438179016, epochs needed: 200
evaluating: matrix 525, run 0. Mean loss in evaluation epoch: 0.44054117798805237, epochs needed: 200
evaluating: matrix 526, run 0. Mean loss in evaluation epoch: 0.4456707537174225, epochs needed: 200
evaluating: matrix 527, run 0. Mean loss in evaluation epoch: 0.4438648819923401, epochs needed: 200
evaluating: matrix 528, run 0. Mean loss in evaluation epoch: 0.4412768483161926, epochs needed: 200
evaluating: matrix 529, run 0. Mean loss in evaluation epoch: 0.4422570466995239, epochs needed: 200
evaluating: matrix 530, run 0. Mean loss in evaluation epoch: 0.4406704902648926, epochs needed: 200
evaluating: matrix 531, run 0. Mean loss in evaluation epoch: 0.43916958570480347, epochs needed: 200
evaluating: matrix 532, run 0. Mean loss in evaluation epoch: 0.4457647502422333, epochs needed: 200
evaluating: matrix 533, run 0. Mean loss in evaluation epoch: 0.44095921516418457, epochs needed: 200
evaluating: matrix 534, run 0. Mean loss in evaluation epoch: 0.4423298239707947, epochs needed: 200
evaluating: matrix 535, run 0. Mean loss in evaluation epoch: 0.4393404722213745, epochs needed: 200
evaluating: matrix 536, run 0. Mean loss in evaluation epoch: 0.43384987115859985, epochs needed: 200
evaluating: matrix 537, run 0. Mean loss in evaluation epoch: 0.429185152053833, epochs needed: 200
evaluating: matrix 538, run 0. Mean loss in evaluation epoch: 0.43837064504623413, epochs needed: 200
evaluating: matrix 539, run 0. Mean loss in evaluation epoch: 0.43423187732696533, epochs needed: 200
evaluating: matrix 540, run 0. Mean loss in evaluation epoch: 0.43593281507492065, epochs needed: 200
evaluating: matrix 541, run 0. Mean loss in evaluation epoch: 0.43994152545928955, epochs needed: 200
evaluating: matrix 542, run 0. Mean loss in evaluation epoch: 0.44016391038894653, epochs needed: 200
evaluating: matrix 543, run 0. Mean loss in evaluation epoch: 0.4408157169818878, epochs needed: 200
evaluating: matrix 544, run 0. Mean loss in evaluation epoch: 0.4324917793273926, epochs needed: 200
evaluating: matrix 545, run 0. Mean loss in evaluation epoch: 0.44288477301597595, epochs needed: 200
evaluating: matrix 546, run 0. Mean loss in evaluation epoch: 0.43014490604400635, epochs needed: 200
evaluating: matrix 547, run 0. Mean loss in evaluation epoch: 0.44217976927757263, epochs needed: 200
evaluating: matrix 548, run 0. Mean loss in evaluation epoch: 0.4441346526145935, epochs needed: 200
evaluating: matrix 549, run 0. Mean loss in evaluation epoch: 0.44585368037223816, epochs needed: 200
evaluating: matrix 550, run 0. Mean loss in evaluation epoch: 0.43569859862327576, epochs needed: 200
evaluating: matrix 551, run 0. Mean loss in evaluation epoch: 0.4360805153846741, epochs needed: 200
evaluating: matrix 552, run 0. Mean loss in evaluation epoch: 0.43802738189697266, epochs needed: 200
evaluating: matrix 553, run 0. Mean loss in evaluation epoch: 0.4426043927669525, epochs needed: 200
evaluating: matrix 554, run 0. Mean loss in evaluation epoch: 0.4348529577255249, epochs needed: 200
evaluating: matrix 555, run 0. Mean loss in evaluation epoch: 0.43980252742767334, epochs needed: 200
