num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 50
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba20_1k_4_restart.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 50
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 5
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - e78a65b70d3193a8. Mean loss in evaluation epoch: 0.1147635206580162, epochs needed: 200
evaluating individudal 7 - 8b30429251cc64f6. Mean loss in evaluation epoch: 0.09703710675239563, epochs needed: 50
evaluating individudal 8 - 58002e381e8cbef5. Mean loss in evaluation epoch: 0.10016117244958878, epochs needed: 50
evaluating individudal 9 - b3b94cb9edbea033. Mean loss in evaluation epoch: 0.11038515716791153, epochs needed: 50
evaluating individudal 10 - ea4e7806001c4a02. Mean loss in evaluation epoch: 0.09843211621046066, epochs needed: 50
evaluating individudal 11 - 6e0118372920d34f. Mean loss in evaluation epoch: 0.09792438894510269, epochs needed: 50
evaluating individudal 12 - 80beae82532f28ea. Mean loss in evaluation epoch: 0.09949622303247452, epochs needed: 50
evaluating individudal 13 - dc296bd151edb81d. Mean loss in evaluation epoch: 0.09747566282749176, epochs needed: 50
evaluating individudal 14 - c28176c022b93179. Mean loss in evaluation epoch: 0.10030897706747055, epochs needed: 50
evaluating individudal 15 - 570707e8617027d4. Mean loss in evaluation epoch: 0.10114169120788574, epochs needed: 50
evaluating individudal 16 - 0af603ca4210ce38. Mean loss in evaluation epoch: 0.09706249088048935, epochs needed: 50
evaluating individudal 17 - 7e599b59908d1208. Mean loss in evaluation epoch: 0.10161137580871582, epochs needed: 50
evaluating individudal 18 - 9c4d9abd27727263. Mean loss in evaluation epoch: 0.09873770922422409, epochs needed: 50
evaluating individudal 19 - 96456dd04b9608f5. Mean loss in evaluation epoch: 0.09953831136226654, epochs needed: 50
evaluating individudal 20 - 492535d0ca4a898c. Mean loss in evaluation epoch: 0.10946283489465714, epochs needed: 50
evaluating individudal 21 - 8c67540da9c90285. Mean loss in evaluation epoch: 0.09758283197879791, epochs needed: 50
evaluating individudal 22 - 9fafeb53247f5210. Mean loss in evaluation epoch: 0.10711365193128586, epochs needed: 50
evaluating individudal 23 - 58030fab021969f5. Mean loss in evaluation epoch: 0.09617795795202255, epochs needed: 50
evaluating individudal 24 - 8c264aaeecd46428. Mean loss in evaluation epoch: 0.10023076832294464, epochs needed: 50
evaluating individudal 25 - 0866d160cfdee6ef. Mean loss in evaluation epoch: 0.09731224179267883, epochs needed: 50
evaluating individudal 26 - a5ddca9981351a7c. Mean loss in evaluation epoch: 0.09698354452848434, epochs needed: 50
evaluating individudal 27 - f5bc239d2b73287a. Mean loss in evaluation epoch: 0.09749221801757812, epochs needed: 50
evaluating individudal 28 - a31844ad85b18d03. Mean loss in evaluation epoch: 0.10721375793218613, epochs needed: 50
evaluating individudal 29 - 85f7cb845bca8d6e. Mean loss in evaluation epoch: 0.09865573793649673, epochs needed: 50
evaluating individudal 30 - 959892855f7077ca. Mean loss in evaluation epoch: 0.10091086477041245, epochs needed: 50
evaluating individudal 31 - d7cd0a00398914f7. Mean loss in evaluation epoch: 0.1004602462053299, epochs needed: 50
evaluating individudal 32 - f85b8360ade9049b. Mean loss in evaluation epoch: 0.09907662868499756, epochs needed: 50
evaluating individudal 33 - 7ef353021144c8b3. Mean loss in evaluation epoch: 0.09783575683832169, epochs needed: 50
evaluating individudal 34 - e0b682d84be2abf3. Mean loss in evaluation epoch: 0.09917918592691422, epochs needed: 50
evaluating individudal 35 - 90ec9cdea347fb4c. Mean loss in evaluation epoch: 0.1058197021484375, epochs needed: 50
evaluating individudal 36 - 90c81e8d546744f8. Mean loss in evaluation epoch: 0.0975412130355835, epochs needed: 50
evaluating individudal 37 - 88c79a087a293a1e. Mean loss in evaluation epoch: 0.09811723977327347, epochs needed: 50
evaluating individudal 38 - 14cf7fb66e88f611. Mean loss in evaluation epoch: 0.09653762727975845, epochs needed: 50
evaluating individudal 39 - 9c0060605f5f9c9d. Mean loss in evaluation epoch: 0.09588617086410522, epochs needed: 50
evaluating individudal 0 - 8ed8ce0085b27833. Mean loss in evaluation epoch: 0.09657833725214005, epochs needed: 50
evaluating individudal 1 - bfcff5e47faea3ba. Mean loss in evaluation epoch: 0.09753160923719406, epochs needed: 50
evaluating individudal 2 - 88dbf53e718d7dfa. Mean loss in evaluation epoch: 0.09935794025659561, epochs needed: 50
evaluating individudal 3 - 58d16fc2f1884326. Mean loss in evaluation epoch: 0.09795298427343369, epochs needed: 50
evaluating individudal 4 - c79bd773aa296a21. Mean loss in evaluation epoch: 0.10157888382673264, epochs needed: 50
evaluating individudal 5 - e1c76a4c6fd3ce5b. Mean loss in evaluation epoch: 0.09864125400781631, epochs needed: 50
evaluating individudal 6 - e3dac2a6464f5173. Mean loss in evaluation epoch: 0.09990790486335754, epochs needed: 50
evaluating individudal 7 - d494fc576cfadfa5. Mean loss in evaluation epoch: 0.09824062883853912, epochs needed: 50
evaluating individudal 8 - 33fa4cae270631d6. Mean loss in evaluation epoch: 0.10153058916330338, epochs needed: 50
evaluating individudal 9 - eca41dd9491f1cee. Mean loss in evaluation epoch: 0.09977401793003082, epochs needed: 50
Round 5 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 9c0060605f5f9c9d, num_times_seen_before: 0
ACC: 0.7842105263157895
TPR/FPR: 1.0, 0.2662337662337662
Loss: 0.09588617086410522
Timestamp: 5398.007482584013
---------------------------------------------------------------
evaluating individudal 0 - b8bdf8c90a939239. Mean loss in evaluation epoch: 0.10199090093374252, epochs needed: 200
evaluating individudal 1 - 5fd4ba1a920667f0. Mean loss in evaluation epoch: 0.10909582674503326, epochs needed: 200
evaluating individudal 2 - 62a6656d1b3af03d. Mean loss in evaluation epoch: 0.11880824714899063, epochs needed: 200
evaluating individudal 3 - 1208e63dc89eaf0c. Mean loss in evaluation epoch: 0.10447102040052414, epochs needed: 200
evaluating individudal 4 - 98869cb5d6f4e7fb. Mean loss in evaluation epoch: 0.1095811277627945, epochs needed: 200
evaluating individudal 5 - 65c1e75189f116ac. Mean loss in evaluation epoch: 0.11190813034772873, epochs needed: 200
evaluating individudal 6 - 7065b018793bbd5e. Mean loss in evaluation epoch: 0.11049144715070724, epochs needed: 200
evaluating individudal 7 - 6f0408bbe3c329af. Mean loss in evaluation epoch: 0.11394534260034561, epochs needed: 200
evaluating individudal 8 - 299cd0809713ff44. Mean loss in evaluation epoch: 0.11270780861377716, epochs needed: 200
evaluating individudal 9 - fedfb0501e8f7f2b. Mean loss in evaluation epoch: 0.10195381939411163, epochs needed: 200
evaluating individudal 10 - 6b152556ea1f4d62. Mean loss in evaluation epoch: 0.10911834239959717, epochs needed: 200
evaluating individudal 11 - ff006f97da7517e4. Mean loss in evaluation epoch: 0.10409875214099884, epochs needed: 200
evaluating individudal 12 - 59f38509b48756d8. Mean loss in evaluation epoch: 0.10868757218122482, epochs needed: 200
evaluating individudal 13 - f2009785f3a80276. Mean loss in evaluation epoch: 0.11657486110925674, epochs needed: 200
evaluating individudal 14 - 87e29bbcdfcfd9fe. Mean loss in evaluation epoch: 0.10963749140501022, epochs needed: 200
evaluating individudal 15 - e69130ced3b75c49. Mean loss in evaluation epoch: 0.13801023364067078, epochs needed: 200
evaluating individudal 16 - a44618955b0775a3. Mean loss in evaluation epoch: 0.11186756938695908, epochs needed: 200
evaluating individudal 17 - 0976dadf37985a2f. Mean loss in evaluation epoch: 0.10564066469669342, epochs needed: 200
evaluating individudal 18 - 81d6188fc793898c. Mean loss in evaluation epoch: 0.10702250152826309, epochs needed: 200
evaluating individudal 19 - d1df5fff06f3e6ef. Mean loss in evaluation epoch: 0.10275435447692871, epochs needed: 200
evaluating individudal 20 - 65986c0bcdf11c7e. Mean loss in evaluation epoch: 0.10193978995084763, epochs needed: 200
evaluating individudal 21 - 07acbfe0e8889b3c. Mean loss in evaluation epoch: 0.10978382080793381, epochs needed: 200
evaluating individudal 22 - f3f6b068e2f93a92. Mean loss in evaluation epoch: 0.12190916389226913, epochs needed: 200
evaluating individudal 23 - 95cee5ab10451b75. Mean loss in evaluation epoch: 0.11527494341135025, epochs needed: 200
evaluating individudal 24 - f86e31f381b156a2. Mean loss in evaluation epoch: 0.11450449377298355, epochs needed: 200
evaluating individudal 25 - 7b891e03798eff2e. Mean loss in evaluation epoch: 0.10682046413421631, epochs needed: 200
evaluating individudal 26 - 3d1f615346e76481. Mean loss in evaluation epoch: 0.10604150593280792, epochs needed: 200
evaluating individudal 27 - ee60817b79e136d1. Mean loss in evaluation epoch: 0.10530350357294083, epochs needed: 200
evaluating individudal 28 - 9daeeafdb0daf920. Mean loss in evaluation epoch: 0.1227228045463562, epochs needed: 200
evaluating individudal 29 - b25c034d0be6f4d6. Mean loss in evaluation epoch: 0.10837006568908691, epochs needed: 200
evaluating individudal 30 - 5e6acd4c13682c6e. Mean loss in evaluation epoch: 0.11180292814970016, epochs needed: 200
evaluating individudal 31 - 4a25d15b13933659. Mean loss in evaluation epoch: 0.10102559626102448, epochs needed: 200
evaluating individudal 32 - 37ae86b7b8d154b3. Mean loss in evaluation epoch: 0.10204578936100006, epochs needed: 200
evaluating individudal 33 - d6f93fb5e7d4753d. Mean loss in evaluation epoch: 0.11266187578439713, epochs needed: 200
evaluating individudal 34 - 3dcb1b14b1912776. Mean loss in evaluation epoch: 0.12672804296016693, epochs needed: 200
evaluating individudal 35 - 357c23d1bd55a941. Mean loss in evaluation epoch: 0.11067838966846466, epochs needed: 200
evaluating individudal 36 - 178cca430973e74a. Mean loss in evaluation epoch: 0.10042941570281982, epochs needed: 200
evaluating individudal 37 - b0f3d34c85cd4054. Mean loss in evaluation epoch: 0.11172423511743546, epochs needed: 200
evaluating individudal 38 - 1997f0484d5d7b67. Mean loss in evaluation epoch: 0.11321765184402466, epochs needed: 200
evaluating individudal 39 - 018d6a13f8be0de1. Mean loss in evaluation epoch: 0.1100734993815422, epochs needed: 200
evaluating individudal 0 - 9c0060605f5f9c9d. Mean loss in evaluation epoch: 0.10864242166280746, epochs needed: 200
evaluating individudal 1 - 58030fab021969f5. Mean loss in evaluation epoch: 0.11075720936059952, epochs needed: 200
evaluating individudal 2 - bf176a70d43f68b4. Mean loss in evaluation epoch: 0.10420458763837814, epochs needed: 200
evaluating individudal 3 - 14cf7fb66e88f611. Mean loss in evaluation epoch: 0.11029485613107681, epochs needed: 200
evaluating individudal 4 - 8ed8ce0085b27833. Mean loss in evaluation epoch: 0.11137650161981583, epochs needed: 200
evaluating individudal 5 - a5ddca9981351a7c. Mean loss in evaluation epoch: 0.11280065029859543, epochs needed: 200
evaluating individudal 6 - 8b30429251cc64f6. Mean loss in evaluation epoch: 0.11280154436826706, epochs needed: 200
evaluating individudal 7 - 0af603ca4210ce38. Mean loss in evaluation epoch: 0.1258329302072525, epochs needed: 200
evaluating individudal 8 - 0866d160cfdee6ef. Mean loss in evaluation epoch: 0.11104118078947067, epochs needed: 200
evaluating individudal 9 - dc296bd151edb81d. Mean loss in evaluation epoch: 0.10981645435094833, epochs needed: 200
Round 6 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 178cca430973e74a, num_times_seen_before: 0
ACC: 0.8315789473684211
TPR/FPR: 0.9722222222222222, 0.2012987012987013
Loss: 0.10042941570281982
Timestamp: 8075.56388014101
---------------------------------------------------------------
evaluating individudal 0 - 147bcdf170c7345b. Mean loss in evaluation epoch: 0.10843302309513092, epochs needed: 50
evaluating individudal 1 - fbcfef7851031cbe. Mean loss in evaluation epoch: 0.10437323153018951, epochs needed: 50
evaluating individudal 2 - acc46119beca5718. Mean loss in evaluation epoch: 0.11489064991474152, epochs needed: 50
evaluating individudal 3 - 203b9a41bb8cd515. Mean loss in evaluation epoch: 0.09894384443759918, epochs needed: 50
evaluating individudal 4 - fd802d8d4dcdb190. Mean loss in evaluation epoch: 0.10814464092254639, epochs needed: 50
evaluating individudal 5 - 5d79fda5b4682974. Mean loss in evaluation epoch: 0.1030430942773819, epochs needed: 50
evaluating individudal 6 - 795433e6212d188a. Mean loss in evaluation epoch: 0.10529153794050217, epochs needed: 50
evaluating individudal 7 - b09cd9101aebc430. Mean loss in evaluation epoch: 0.09793100506067276, epochs needed: 50
evaluating individudal 8 - b757da5a1855651b. Mean loss in evaluation epoch: 0.1021537333726883, epochs needed: 50
evaluating individudal 9 - 0835cc617257e762. Mean loss in evaluation epoch: 0.10470085591077805, epochs needed: 50
evaluating individudal 10 - 6fd08ad6e8f1a1a6. Mean loss in evaluation epoch: 0.11032688617706299, epochs needed: 50
evaluating individudal 11 - 091f67924c9c1ca2. Mean loss in evaluation epoch: 0.10203313827514648, epochs needed: 50
evaluating individudal 12 - 9fc056d7ce92a959. Mean loss in evaluation epoch: 0.09963463991880417, epochs needed: 50
evaluating individudal 13 - b3da86810afb8bbc. Mean loss in evaluation epoch: 0.10533281415700912, epochs needed: 50
evaluating individudal 14 - 7affa26dad1ca240. Mean loss in evaluation epoch: 0.10676715523004532, epochs needed: 50
evaluating individudal 15 - d1557085dd32db60. Mean loss in evaluation epoch: 0.10353515297174454, epochs needed: 50
evaluating individudal 16 - 5c2659888216f9cb. Mean loss in evaluation epoch: 0.106028713285923, epochs needed: 50
evaluating individudal 17 - 740b2c4f9f1255f2. Mean loss in evaluation epoch: 0.1047978401184082, epochs needed: 50
evaluating individudal 18 - 2d6bdecb1db13a43. Mean loss in evaluation epoch: 0.10236155241727829, epochs needed: 50
evaluating individudal 19 - d1f409ccc1ccef68. Mean loss in evaluation epoch: 0.0961993932723999, epochs needed: 50
evaluating individudal 20 - 9ad44e47cca93f7f. Mean loss in evaluation epoch: 0.10304953902959824, epochs needed: 50
evaluating individudal 21 - 045994e6ed6f98d8. Mean loss in evaluation epoch: 0.10544418543577194, epochs needed: 50
evaluating individudal 22 - 504feb8e76d6bc39. Mean loss in evaluation epoch: 0.0955304503440857, epochs needed: 50
evaluating individudal 23 - 527f5a887a3df9ed. Mean loss in evaluation epoch: 0.10465436428785324, epochs needed: 50
evaluating individudal 24 - 3bd4d6479ca64859. Mean loss in evaluation epoch: 0.10542600601911545, epochs needed: 50
evaluating individudal 25 - 2d4c640bf5026554. Mean loss in evaluation epoch: 0.10219448059797287, epochs needed: 50
evaluating individudal 26 - 6b17029632ade161. Mean loss in evaluation epoch: 0.16251686215400696, epochs needed: 50
evaluating individudal 27 - 3927750c0e5e988c. Mean loss in evaluation epoch: 0.11326860636472702, epochs needed: 50
evaluating individudal 28 - c22e445e2590f553. Mean loss in evaluation epoch: 0.10360118001699448, epochs needed: 50
evaluating individudal 29 - 6c9bc22cb37fdc05. Mean loss in evaluation epoch: 0.10247238725423813, epochs needed: 50
evaluating individudal 30 - 8e3e598f61958d67. Mean loss in evaluation epoch: 0.10712563246488571, epochs needed: 50
evaluating individudal 31 - d2ca81192a661c45. Mean loss in evaluation epoch: 0.10641112178564072, epochs needed: 50
evaluating individudal 32 - 489a177d54e3ce93. Mean loss in evaluation epoch: 0.1011175662279129, epochs needed: 50
evaluating individudal 33 - 47f6ec4ec720cf9a. Mean loss in evaluation epoch: 0.1050138995051384, epochs needed: 50
evaluating individudal 34 - 238d30d83c0e3439. Mean loss in evaluation epoch: 0.11084810644388199, epochs needed: 50
evaluating individudal 35 - dd746767a8013874. Mean loss in evaluation epoch: 0.10396027565002441, epochs needed: 50
evaluating individudal 36 - 21bc374f1c44354c. Mean loss in evaluation epoch: 0.10091662406921387, epochs needed: 50
evaluating individudal 37 - 9f0a80e4eb3e41e5. Mean loss in evaluation epoch: 0.10283076018095016, epochs needed: 50
evaluating individudal 38 - 1ba4ea7308d043e3. Mean loss in evaluation epoch: 0.10409092903137207, epochs needed: 50
evaluating individudal 39 - 7c2af3c4374a5406. Mean loss in evaluation epoch: 0.10443108528852463, epochs needed: 50
evaluating individudal 0 - 178cca430973e74a. Mean loss in evaluation epoch: 0.09809480607509613, epochs needed: 50
evaluating individudal 1 - 4a25d15b13933659. Mean loss in evaluation epoch: 0.097364641726017, epochs needed: 50
evaluating individudal 2 - 65986c0bcdf11c7e. Mean loss in evaluation epoch: 0.09752627462148666, epochs needed: 50
evaluating individudal 3 - fedfb0501e8f7f2b. Mean loss in evaluation epoch: 0.0945136547088623, epochs needed: 50
evaluating individudal 4 - b8bdf8c90a939239. Mean loss in evaluation epoch: 0.10349718481302261, epochs needed: 50
evaluating individudal 5 - 37ae86b7b8d154b3. Mean loss in evaluation epoch: 0.09869156032800674, epochs needed: 50
evaluating individudal 6 - d1df5fff06f3e6ef. Mean loss in evaluation epoch: 0.10137557983398438, epochs needed: 50
evaluating individudal 7 - ff006f97da7517e4. Mean loss in evaluation epoch: 0.09912028163671494, epochs needed: 50
evaluating individudal 8 - bf176a70d43f68b4. Mean loss in evaluation epoch: 0.1012803316116333, epochs needed: 50
evaluating individudal 9 - 1208e63dc89eaf0c. Mean loss in evaluation epoch: 0.10281775146722794, epochs needed: 50
Round 7 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: fedfb0501e8f7f2b, num_times_seen_before: 0
ACC: 0.8105263157894737
TPR/FPR: 1.0, 0.23376623376623376
Loss: 0.0945136547088623
Timestamp: 8735.946668950026
---------------------------------------------------------------
evaluating individudal 0 - 7d613e2c06574002. Mean loss in evaluation epoch: 0.09455506503582001, epochs needed: 50
evaluating individudal 1 - b6c6124d45e4f5e9. Mean loss in evaluation epoch: 0.10077082365751266, epochs needed: 50
evaluating individudal 2 - 184d2f3de8468cdb. Mean loss in evaluation epoch: 0.08779801428318024, epochs needed: 50
evaluating individudal 3 - 74cd24089f7233be. Mean loss in evaluation epoch: 0.10202641785144806, epochs needed: 50
evaluating individudal 4 - 805cf4c8fe24fd6e. Mean loss in evaluation epoch: 0.10096120089292526, epochs needed: 50
evaluating individudal 5 - f5d8fb733437526e. Mean loss in evaluation epoch: 0.10073595494031906, epochs needed: 50
evaluating individudal 6 - 79a9124ee6187cc1. Mean loss in evaluation epoch: 0.1032661572098732, epochs needed: 50
evaluating individudal 7 - 7a8762799e3a0be2. Mean loss in evaluation epoch: 0.09719192236661911, epochs needed: 50
evaluating individudal 8 - 047e93f1f584becf. Mean loss in evaluation epoch: 0.10077764838933945, epochs needed: 50
evaluating individudal 9 - a6219e93ed05e152. Mean loss in evaluation epoch: 0.10298264026641846, epochs needed: 50
evaluating individudal 10 - d0f6008ef618e0d2. Mean loss in evaluation epoch: 0.10051249712705612, epochs needed: 50
evaluating individudal 11 - 9aa8e8c0e08059a0. Mean loss in evaluation epoch: 0.09731190651655197, epochs needed: 50
evaluating individudal 12 - 7e95c55eee0c6bfc. Mean loss in evaluation epoch: 0.09603728353977203, epochs needed: 50
evaluating individudal 13 - 4dfe95b0f96e60f7. Mean loss in evaluation epoch: 0.10319943726062775, epochs needed: 50
evaluating individudal 14 - cce97b543b2fc4a0. Mean loss in evaluation epoch: 0.10187697410583496, epochs needed: 50
evaluating individudal 15 - 0a4ff72ea722cc20. Mean loss in evaluation epoch: 0.09510642290115356, epochs needed: 50
evaluating individudal 16 - 1f7dcb1d9cbe198e. Mean loss in evaluation epoch: 0.1021319255232811, epochs needed: 50
evaluating individudal 17 - 208c08e1cbb82527. Mean loss in evaluation epoch: 0.09828220307826996, epochs needed: 50
evaluating individudal 18 - 2d687f284922612e. Mean loss in evaluation epoch: 0.09701937437057495, epochs needed: 50
evaluating individudal 19 - d29a40c6effc54aa. Mean loss in evaluation epoch: 0.09777992218732834, epochs needed: 50
evaluating individudal 20 - 14e4ce292d5ed82a. Mean loss in evaluation epoch: 0.09903506934642792, epochs needed: 50
evaluating individudal 21 - 84ddf6bff593c04e. Mean loss in evaluation epoch: 0.10017726570367813, epochs needed: 50
evaluating individudal 22 - 9cab5a90fb40a7fc. Mean loss in evaluation epoch: 0.10771167278289795, epochs needed: 50
evaluating individudal 23 - ebdb782be8705cb1. Mean loss in evaluation epoch: 0.10005473345518112, epochs needed: 50
evaluating individudal 24 - c5724e86cdbc9309. Mean loss in evaluation epoch: 0.10129617899656296, epochs needed: 50
evaluating individudal 25 - b89298c923284bd3. Mean loss in evaluation epoch: 0.10285451263189316, epochs needed: 50
evaluating individudal 26 - 27df8e8e9d52c3fd. Mean loss in evaluation epoch: 0.11140339821577072, epochs needed: 50
evaluating individudal 27 - 486324cbf652e7d4. Mean loss in evaluation epoch: 0.10018618404865265, epochs needed: 50
evaluating individudal 28 - 9b07e7de67af9178. Mean loss in evaluation epoch: 0.09785272181034088, epochs needed: 50
evaluating individudal 29 - fa62c797009f49e9. Mean loss in evaluation epoch: 0.09674052149057388, epochs needed: 50
evaluating individudal 30 - 83c5e93087508d2d. Mean loss in evaluation epoch: 0.10254261642694473, epochs needed: 50
evaluating individudal 31 - 1d368782bc922e49. Mean loss in evaluation epoch: 0.09650427848100662, epochs needed: 50
evaluating individudal 32 - bbe13db32598cad1. Mean loss in evaluation epoch: 0.1007876917719841, epochs needed: 50
evaluating individudal 33 - cc903085d8eeb655. Mean loss in evaluation epoch: 0.09711264818906784, epochs needed: 50
evaluating individudal 34 - 967b983c881f3c01. Mean loss in evaluation epoch: 0.10271216928958893, epochs needed: 50
evaluating individudal 35 - 5b567628ba074cc1. Mean loss in evaluation epoch: 0.09899240732192993, epochs needed: 50
evaluating individudal 36 - 10db7f72b75a00c9. Mean loss in evaluation epoch: 0.09714170545339584, epochs needed: 50
evaluating individudal 37 - a6b6faa5ba1440d6. Mean loss in evaluation epoch: 0.10166125744581223, epochs needed: 50
evaluating individudal 38 - 8f244a753a3bb960. Mean loss in evaluation epoch: 0.09887995570898056, epochs needed: 50
evaluating individudal 39 - 290bea88cd6303a4. Mean loss in evaluation epoch: 0.10179588943719864, epochs needed: 50
evaluating individudal 0 - fedfb0501e8f7f2b. Mean loss in evaluation epoch: 0.09525269269943237, epochs needed: 50
evaluating individudal 1 - 504feb8e76d6bc39. Mean loss in evaluation epoch: 0.09017647802829742, epochs needed: 50
evaluating individudal 2 - d1f409ccc1ccef68. Mean loss in evaluation epoch: 0.09244219213724136, epochs needed: 50
evaluating individudal 3 - 4a25d15b13933659. Mean loss in evaluation epoch: 0.09584145247936249, epochs needed: 50
evaluating individudal 4 - 65986c0bcdf11c7e. Mean loss in evaluation epoch: 0.09744881838560104, epochs needed: 50
evaluating individudal 5 - b09cd9101aebc430. Mean loss in evaluation epoch: 0.09495925903320312, epochs needed: 50
evaluating individudal 6 - 178cca430973e74a. Mean loss in evaluation epoch: 0.09450452774763107, epochs needed: 50
evaluating individudal 7 - 37ae86b7b8d154b3. Mean loss in evaluation epoch: 0.0966116413474083, epochs needed: 50
evaluating individudal 8 - 203b9a41bb8cd515. Mean loss in evaluation epoch: 0.09686534106731415, epochs needed: 50
evaluating individudal 9 - ff006f97da7517e4. Mean loss in evaluation epoch: 0.09551218897104263, epochs needed: 50
Round 8 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 184d2f3de8468cdb, num_times_seen_before: 0
ACC: 0.8789473684210526
TPR/FPR: 1.0, 0.14935064935064934
Loss: 0.08779801428318024
Timestamp: 9396.591076825018
---------------------------------------------------------------
evaluating individudal 0 - d439a6befd90101b. Mean loss in evaluation epoch: 0.10108373314142227, epochs needed: 50
evaluating individudal 1 - 077cddb56e25907a. Mean loss in evaluation epoch: 0.09243877977132797, epochs needed: 50
evaluating individudal 2 - 1499766b60ef95af. Mean loss in evaluation epoch: 0.08409164100885391, epochs needed: 50
evaluating individudal 3 - 25f9887decfdcd17. Mean loss in evaluation epoch: 0.08274774253368378, epochs needed: 50
evaluating individudal 4 - 6b7b674d3afa5c12. Mean loss in evaluation epoch: 0.10410340875387192, epochs needed: 50
evaluating individudal 5 - 7a43755a4d171939. Mean loss in evaluation epoch: 0.10375525802373886, epochs needed: 50
evaluating individudal 6 - fdf0d4cd076d0a63. Mean loss in evaluation epoch: 0.08592928946018219, epochs needed: 50
evaluating individudal 7 - b7d2ada5cf8540cf. Mean loss in evaluation epoch: 0.09270019829273224, epochs needed: 50
evaluating individudal 8 - f469eab0233a45f0. Mean loss in evaluation epoch: 0.09946487098932266, epochs needed: 50
evaluating individudal 9 - 9a81f807e8665dde. Mean loss in evaluation epoch: 0.10016842186450958, epochs needed: 50
evaluating individudal 10 - 44473019da0eb9ac. Mean loss in evaluation epoch: 0.09885817021131516, epochs needed: 50
evaluating individudal 11 - 9ad3e8cd684163ae. Mean loss in evaluation epoch: 0.09281411021947861, epochs needed: 50
evaluating individudal 12 - 679b9546dd3b8312. Mean loss in evaluation epoch: 0.10070433467626572, epochs needed: 50
evaluating individudal 13 - 27a9955f84faa6b3. Mean loss in evaluation epoch: 0.07793475687503815, epochs needed: 50
evaluating individudal 14 - 4e27191d53f27f15. Mean loss in evaluation epoch: 0.09864412993192673, epochs needed: 50
evaluating individudal 15 - 201f26c1bad02677. Mean loss in evaluation epoch: 0.10050554573535919, epochs needed: 50
evaluating individudal 16 - 8bdcf38a1052c733. Mean loss in evaluation epoch: 0.09880560636520386, epochs needed: 50
evaluating individudal 17 - 82ca41e4c2dce4ec. Mean loss in evaluation epoch: 0.0832415446639061, epochs needed: 50
evaluating individudal 18 - b47f6df178b682f4. Mean loss in evaluation epoch: 0.09928633272647858, epochs needed: 50
evaluating individudal 19 - 62a70159d6c2acf6. Mean loss in evaluation epoch: 0.088065505027771, epochs needed: 50
evaluating individudal 20 - cacfcc00ee33f496. Mean loss in evaluation epoch: 0.09402748197317123, epochs needed: 50
evaluating individudal 21 - eaf2d6d32fbaa6c3. Mean loss in evaluation epoch: 0.09418481588363647, epochs needed: 50
evaluating individudal 22 - 0645bf388d50291a. Mean loss in evaluation epoch: 0.09836044907569885, epochs needed: 50
evaluating individudal 23 - 4ec4c060d6b22452. Mean loss in evaluation epoch: 0.09833059459924698, epochs needed: 50
evaluating individudal 24 - e2c41c9542f40d02. Mean loss in evaluation epoch: 0.10293067991733551, epochs needed: 50
evaluating individudal 25 - 557fb5c1b765bd29. Mean loss in evaluation epoch: 0.09031762927770615, epochs needed: 50
evaluating individudal 26 - 37c50338250870d4. Mean loss in evaluation epoch: 0.09698417782783508, epochs needed: 50
evaluating individudal 27 - 8a51a53a892f88c0. Mean loss in evaluation epoch: 0.08654557913541794, epochs needed: 50
evaluating individudal 28 - 2aac942ff9791a6d. Mean loss in evaluation epoch: 0.09369781613349915, epochs needed: 50
evaluating individudal 29 - 727e0e5628568e53. Mean loss in evaluation epoch: 0.09917588531970978, epochs needed: 50
evaluating individudal 30 - fcc52cc23445a7ad. Mean loss in evaluation epoch: 0.08456175774335861, epochs needed: 50
evaluating individudal 31 - fb9aafd3489fd39c. Mean loss in evaluation epoch: 0.09664319455623627, epochs needed: 50
evaluating individudal 32 - 62daf4ee6a40a1d5. Mean loss in evaluation epoch: 0.07270157337188721, epochs needed: 50
evaluating individudal 33 - d0f79f5ac98827d5. Mean loss in evaluation epoch: 0.09533532708883286, epochs needed: 50
evaluating individudal 34 - ed19e980bbf940c5. Mean loss in evaluation epoch: 0.08762647956609726, epochs needed: 50
