num samples: 1000
NUM_TRAIN_SAMPLES: 1000
NUM_TRAIN_BATCHES: 10
NUM_TEST_SAMPLES: 1000
NUM_TEST_BATCHES: 10
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 200
IS_CONTINUOUS: True
USE_MAX: False
../data/final/cml/timeseries_ba20_1k_3.5_restart.pickle
../data/final/edges_ba20.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 200
NUM_DYN_EPOCHS_INIT: 200
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
FORMAT: standard
--------------------- Start training ------------------------
evaluating individudal 0 - b7c4881a1e243abd. Mean loss in evaluation epoch: 0.05379345640540123, epochs needed: 200
evaluating individudal 34 - e7af87d9d3010201. Mean loss in evaluation epoch: 0.027988195419311523, epochs needed: 200
evaluating individudal 35 - 6a854f61d2d00afc. Mean loss in evaluation epoch: 0.030563021078705788, epochs needed: 200
evaluating individudal 36 - d3456a385205a712. Mean loss in evaluation epoch: 0.03792053461074829, epochs needed: 200
evaluating individudal 37 - 163713d009861c20. Mean loss in evaluation epoch: 0.02677413821220398, epochs needed: 200
evaluating individudal 38 - 79b09efe6db601f1. Mean loss in evaluation epoch: 0.03554100915789604, epochs needed: 200
evaluating individudal 39 - 04a839811dca002c. Mean loss in evaluation epoch: 0.031836431473493576, epochs needed: 200
evaluating individudal 0 - 3a3186b85e2576f6. Mean loss in evaluation epoch: 0.019731266424059868, epochs needed: 200
evaluating individudal 1 - a57977a9a802097b. Mean loss in evaluation epoch: 0.02197681926190853, epochs needed: 200
evaluating individudal 2 - c2701892e997c63f. Mean loss in evaluation epoch: 0.019285773858428, epochs needed: 200
evaluating individudal 3 - 43be238a31ec9687. Mean loss in evaluation epoch: 0.019734328612685204, epochs needed: 200
evaluating individudal 4 - d7a8461405428872. Mean loss in evaluation epoch: 0.019412444904446602, epochs needed: 200
evaluating individudal 5 - adcf3c001b6f8323. Mean loss in evaluation epoch: 0.020715080201625824, epochs needed: 200
evaluating individudal 6 - b5c88933de9aa675. Mean loss in evaluation epoch: 0.02095152996480465, epochs needed: 200
evaluating individudal 7 - a96f4f4a58ca85c8. Mean loss in evaluation epoch: 0.019767452031373978, epochs needed: 200
evaluating individudal 8 - 51e2c2aa21cfc95e. Mean loss in evaluation epoch: 0.02253909967839718, epochs needed: 200
evaluating individudal 9 - fbb96369f1a31192. Mean loss in evaluation epoch: 0.021122312173247337, epochs needed: 200
Round 11 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c2701892e997c63f, num_times_seen_before: 0
ACC: 0.9421052631578948
TPR/FPR: 1.0, 0.07142857142857142
Loss: 0.019285773858428
Timestamp: 28722.662602611017
---------------------------------------------------------------
evaluating individudal 0 - 7a365b73b27d602f. Mean loss in evaluation epoch: 0.026676183566451073, epochs needed: 200
evaluating individudal 1 - 929ae46466f1ad1b. Mean loss in evaluation epoch: 0.02404130809009075, epochs needed: 200
evaluating individudal 2 - f1ab452844e5068e. Mean loss in evaluation epoch: 0.022894665598869324, epochs needed: 200
evaluating individudal 3 - 49a27715da9c9d36. Mean loss in evaluation epoch: 0.017888767644762993, epochs needed: 200
evaluating individudal 4 - 39b6f5182b8f94fe. Mean loss in evaluation epoch: 0.033351361751556396, epochs needed: 200
evaluating individudal 5 - 4a20ef89af64feb0. Mean loss in evaluation epoch: 0.03508685156702995, epochs needed: 200
evaluating individudal 6 - 2715556579baf00d. Mean loss in evaluation epoch: 0.03036484681069851, epochs needed: 200
evaluating individudal 7 - 78392d1f93d00663. Mean loss in evaluation epoch: 0.02735338918864727, epochs needed: 200
evaluating individudal 8 - 07c7f302eccdd9ac. Mean loss in evaluation epoch: 0.02542192116379738, epochs needed: 200
evaluating individudal 9 - c5e7fb59b5037f86. Mean loss in evaluation epoch: 0.031927209347486496, epochs needed: 200
evaluating individudal 10 - 70b19c71c9b8962f. Mean loss in evaluation epoch: 0.03559034317731857, epochs needed: 200
evaluating individudal 11 - 1b3b525feffafdbe. Mean loss in evaluation epoch: 0.02874939702451229, epochs needed: 200
evaluating individudal 12 - 871e7ff4224604c2. Mean loss in evaluation epoch: 0.03148961812257767, epochs needed: 200
evaluating individudal 13 - 5ebc298aebb2a6ef. Mean loss in evaluation epoch: 0.02800663374364376, epochs needed: 200
evaluating individudal 14 - 6561196050c32cfe. Mean loss in evaluation epoch: 0.029096117243170738, epochs needed: 200
evaluating individudal 15 - 335d066f550d0f67. Mean loss in evaluation epoch: 0.013058865442872047, epochs needed: 200
evaluating individudal 16 - 54ebd68a3ce2dc75. Mean loss in evaluation epoch: 0.021418267861008644, epochs needed: 200
evaluating individudal 17 - 34940fb4feb39ba2. Mean loss in evaluation epoch: 0.029363615438342094, epochs needed: 200
evaluating individudal 18 - 74ecd086f39c20ca. Mean loss in evaluation epoch: 0.03655971214175224, epochs needed: 200
evaluating individudal 19 - fd02f88d7a5c8502. Mean loss in evaluation epoch: 0.035061419010162354, epochs needed: 200
evaluating individudal 20 - 7a787cae6d3f8572. Mean loss in evaluation epoch: 0.030540412291884422, epochs needed: 200
evaluating individudal 21 - f4b4e63f25c46e80. Mean loss in evaluation epoch: 0.02663205936551094, epochs needed: 200
evaluating individudal 22 - 976de67bc17f3153. Mean loss in evaluation epoch: 0.026210278272628784, epochs needed: 200
evaluating individudal 23 - e93473fcb4052645. Mean loss in evaluation epoch: 0.03762334585189819, epochs needed: 200
evaluating individudal 24 - 460280d387449135. Mean loss in evaluation epoch: 0.023395681753754616, epochs needed: 200
evaluating individudal 25 - 54803862563c36ee. Mean loss in evaluation epoch: 0.03650467097759247, epochs needed: 200
evaluating individudal 26 - df15fe70e958dae3. Mean loss in evaluation epoch: 0.03238622099161148, epochs needed: 200
evaluating individudal 27 - eb9c1f9f5c09bc7d. Mean loss in evaluation epoch: 0.027676014229655266, epochs needed: 200
evaluating individudal 28 - 93812bcf1f477eaf. Mean loss in evaluation epoch: 0.024416858330368996, epochs needed: 200
evaluating individudal 29 - 7fbb6c0526f4c105. Mean loss in evaluation epoch: 0.03267538920044899, epochs needed: 200
evaluating individudal 30 - b2d0a1de7d259742. Mean loss in evaluation epoch: 0.023109054192900658, epochs needed: 200
evaluating individudal 31 - 6eee290660af3a02. Mean loss in evaluation epoch: 0.028130266815423965, epochs needed: 200
evaluating individudal 32 - aea0882c45bd950a. Mean loss in evaluation epoch: 0.009959936141967773, epochs needed: 200
evaluating individudal 33 - 82ffedd20a940b40. Mean loss in evaluation epoch: 0.03126024082303047, epochs needed: 200
evaluating individudal 34 - 32487abfa4239725. Mean loss in evaluation epoch: 0.027518002316355705, epochs needed: 200
evaluating individudal 35 - bef385a38e6973a0. Mean loss in evaluation epoch: 0.024269752204418182, epochs needed: 200
evaluating individudal 36 - ed8333bd74f0d371. Mean loss in evaluation epoch: 0.03763410449028015, epochs needed: 200
evaluating individudal 37 - cf58d5d252485867. Mean loss in evaluation epoch: 0.027798185124993324, epochs needed: 200
evaluating individudal 38 - 21951956f1b9ca39. Mean loss in evaluation epoch: 0.026293152943253517, epochs needed: 200
evaluating individudal 39 - b6bd7554db4e091f. Mean loss in evaluation epoch: 0.022350365296006203, epochs needed: 200
evaluating individudal 0 - c2701892e997c63f. Mean loss in evaluation epoch: 0.01991921104490757, epochs needed: 200
evaluating individudal 1 - d7a8461405428872. Mean loss in evaluation epoch: 0.020655030384659767, epochs needed: 200
evaluating individudal 2 - 3a3186b85e2576f6. Mean loss in evaluation epoch: 0.01884859800338745, epochs needed: 200
evaluating individudal 3 - 43be238a31ec9687. Mean loss in evaluation epoch: 0.019527221098542213, epochs needed: 200
evaluating individudal 4 - a96f4f4a58ca85c8. Mean loss in evaluation epoch: 0.019135449081659317, epochs needed: 200
evaluating individudal 5 - adcf3c001b6f8323. Mean loss in evaluation epoch: 0.02205108478665352, epochs needed: 200
evaluating individudal 6 - b5c88933de9aa675. Mean loss in evaluation epoch: 0.020264727994799614, epochs needed: 200
evaluating individudal 7 - fbb96369f1a31192. Mean loss in evaluation epoch: 0.021003399044275284, epochs needed: 200
evaluating individudal 8 - a57977a9a802097b. Mean loss in evaluation epoch: 0.019545746967196465, epochs needed: 200
evaluating individudal 9 - 51e2c2aa21cfc95e. Mean loss in evaluation epoch: 0.021818732842803, epochs needed: 200
Round 12 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: aea0882c45bd950a, num_times_seen_before: 0
ACC: 0.9842105263157894
TPR/FPR: 1.0, 0.01948051948051948
Loss: 0.009959936141967773
Timestamp: 31359.712454975015
---------------------------------------------------------------
evaluating individudal 0 - 5e16c766fba33930. Mean loss in evaluation epoch: 0.027765823528170586, epochs needed: 200
evaluating individudal 1 - 2ce0dd7a52432334. Mean loss in evaluation epoch: 0.03192821145057678, epochs needed: 200
evaluating individudal 2 - 9fe7d37e87d2bc49. Mean loss in evaluation epoch: 0.03205341100692749, epochs needed: 200
evaluating individudal 3 - 049169a8ddfb5eb2. Mean loss in evaluation epoch: 0.017824819311499596, epochs needed: 200
evaluating individudal 4 - 6e3409832956ebcd. Mean loss in evaluation epoch: 0.03494518995285034, epochs needed: 200
evaluating individudal 5 - 0b3d9c83788aaeb6. Mean loss in evaluation epoch: 0.028868047520518303, epochs needed: 200
evaluating individudal 6 - 7dd3209802a21e71. Mean loss in evaluation epoch: 0.03211185336112976, epochs needed: 200
evaluating individudal 7 - c9211a7c887e0b3a. Mean loss in evaluation epoch: 0.02846454083919525, epochs needed: 200
evaluating individudal 8 - 5db334396ca80fa7. Mean loss in evaluation epoch: 0.03713211044669151, epochs needed: 200
evaluating individudal 9 - 84369cfd150aa467. Mean loss in evaluation epoch: 0.0365426242351532, epochs needed: 200
evaluating individudal 10 - a388d3461a32a497. Mean loss in evaluation epoch: 0.022463351488113403, epochs needed: 200
evaluating individudal 11 - 32ee7d7163c72607. Mean loss in evaluation epoch: 0.02708013728260994, epochs needed: 200
evaluating individudal 12 - ac0e94b155138ebf. Mean loss in evaluation epoch: 0.03848965838551521, epochs needed: 200
evaluating individudal 13 - 2fae097a3fdfe6c2. Mean loss in evaluation epoch: 0.020051682367920876, epochs needed: 200
evaluating individudal 14 - 043c2e547a8b13c9. Mean loss in evaluation epoch: 0.034298621118068695, epochs needed: 200
evaluating individudal 15 - 65891406e99a0bbc. Mean loss in evaluation epoch: 0.03310491144657135, epochs needed: 200
evaluating individudal 16 - 7623436d685e1770. Mean loss in evaluation epoch: 0.018285909667611122, epochs needed: 200
evaluating individudal 17 - b26eb406cb73018d. Mean loss in evaluation epoch: 0.02555817924439907, epochs needed: 200
evaluating individudal 18 - ef115975f98896c8. Mean loss in evaluation epoch: 0.018901770934462547, epochs needed: 200
evaluating individudal 19 - 70ad78bd69713d3f. Mean loss in evaluation epoch: 0.018312951549887657, epochs needed: 200
evaluating individudal 20 - eae027049d3d6543. Mean loss in evaluation epoch: 0.026998793706297874, epochs needed: 200
evaluating individudal 21 - 2f8997a901da4589. Mean loss in evaluation epoch: 0.031125599518418312, epochs needed: 200
evaluating individudal 22 - 00e2d09cffa6c1dc. Mean loss in evaluation epoch: 0.022949447855353355, epochs needed: 200
evaluating individudal 23 - 68ff70f974dc02c7. Mean loss in evaluation epoch: 0.02476430870592594, epochs needed: 200
evaluating individudal 24 - 6eadadf6dcbad374. Mean loss in evaluation epoch: 0.03076089732348919, epochs needed: 200
evaluating individudal 25 - 0f8ad604db065959. Mean loss in evaluation epoch: 0.033181022852659225, epochs needed: 200
evaluating individudal 26 - db7724a4b65b9f20. Mean loss in evaluation epoch: 0.035021062940359116, epochs needed: 200
evaluating individudal 27 - c6acd078e0d877a4. Mean loss in evaluation epoch: 0.02930760383605957, epochs needed: 200
evaluating individudal 28 - 975eae9d6eea4c87. Mean loss in evaluation epoch: 0.028656423091888428, epochs needed: 200
evaluating individudal 29 - e22c3af9a64bbb71. Mean loss in evaluation epoch: 0.024194112047553062, epochs needed: 200
evaluating individudal 30 - d5b18881944dbaee. Mean loss in evaluation epoch: 0.021223975345492363, epochs needed: 200
evaluating individudal 31 - c4be41d4b263394b. Mean loss in evaluation epoch: 0.02572951279580593, epochs needed: 200
evaluating individudal 32 - 5098a5c7cb0c3c50. Mean loss in evaluation epoch: 0.02533498965203762, epochs needed: 200
evaluating individudal 33 - 84e9aedd457e6378. Mean loss in evaluation epoch: 0.025186389684677124, epochs needed: 200
evaluating individudal 34 - a0bf8067de83b8a7. Mean loss in evaluation epoch: 0.016308274120092392, epochs needed: 200
evaluating individudal 35 - da27b019a8cff1ee. Mean loss in evaluation epoch: 0.03543851152062416, epochs needed: 200
evaluating individudal 36 - 866f8e78a0db1049. Mean loss in evaluation epoch: 0.026004958897829056, epochs needed: 200
evaluating individudal 37 - 8031dfdb7d6d65de. Mean loss in evaluation epoch: 0.029474351555109024, epochs needed: 200
evaluating individudal 38 - e50053ebcad05fc1. Mean loss in evaluation epoch: 0.02862168289721012, epochs needed: 200
evaluating individudal 39 - f9df116f638ef754. Mean loss in evaluation epoch: 0.024314751848578453, epochs needed: 200
evaluating individudal 0 - aea0882c45bd950a. Mean loss in evaluation epoch: 0.010759338736534119, epochs needed: 200
evaluating individudal 1 - 335d066f550d0f67. Mean loss in evaluation epoch: 0.013748674653470516, epochs needed: 200
evaluating individudal 2 - 49a27715da9c9d36. Mean loss in evaluation epoch: 0.018319061025977135, epochs needed: 200
evaluating individudal 3 - 3a3186b85e2576f6. Mean loss in evaluation epoch: 0.019926512613892555, epochs needed: 200
evaluating individudal 4 - a96f4f4a58ca85c8. Mean loss in evaluation epoch: 0.01938645914196968, epochs needed: 200
evaluating individudal 5 - 43be238a31ec9687. Mean loss in evaluation epoch: 0.018688499927520752, epochs needed: 200
evaluating individudal 6 - a57977a9a802097b. Mean loss in evaluation epoch: 0.019339006394147873, epochs needed: 200
evaluating individudal 7 - c2701892e997c63f. Mean loss in evaluation epoch: 0.0190834179520607, epochs needed: 200
evaluating individudal 8 - b5c88933de9aa675. Mean loss in evaluation epoch: 0.021627629175782204, epochs needed: 200
evaluating individudal 9 - d7a8461405428872. Mean loss in evaluation epoch: 0.018733283504843712, epochs needed: 200
Round 13 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: aea0882c45bd950a, num_times_seen_before: 1
ACC: 0.9842105263157894
TPR/FPR: 1.0, 0.01948051948051948
Loss: 0.010759338736534119
Timestamp: 34022.714914191005
---------------------------------------------------------------
evaluating individudal 0 - 98974ac7d672a564. Mean loss in evaluation epoch: 0.035173673182725906, epochs needed: 200
evaluating individudal 1 - 9b611dd73b57f105. Mean loss in evaluation epoch: 0.037636592984199524, epochs needed: 200
evaluating individudal 2 - 12ca38f2ec897500. Mean loss in evaluation epoch: 0.025077825412154198, epochs needed: 200
evaluating individudal 3 - 4dcb181b3a745c1b. Mean loss in evaluation epoch: 0.03343359753489494, epochs needed: 200
evaluating individudal 4 - 91190b54c94813d2. Mean loss in evaluation epoch: 0.028158649802207947, epochs needed: 200
evaluating individudal 5 - 448f663fa8728117. Mean loss in evaluation epoch: 0.03235649690032005, epochs needed: 200
evaluating individudal 6 - e3dcf0096981a1d6. Mean loss in evaluation epoch: 0.015974117442965508, epochs needed: 200
evaluating individudal 7 - 657570c15d9bb013. Mean loss in evaluation epoch: 0.03221181035041809, epochs needed: 200
evaluating individudal 8 - 3e022153b4d28066. Mean loss in evaluation epoch: 0.03180813416838646, epochs needed: 200
evaluating individudal 9 - 8ec9bf5d7d11d83f. Mean loss in evaluation epoch: 0.03307415172457695, epochs needed: 200
evaluating individudal 10 - f3954d1f09d57aed. Mean loss in evaluation epoch: 0.033122483640909195, epochs needed: 200
evaluating individudal 11 - 875024e0407392b6. Mean loss in evaluation epoch: 0.03222410008311272, epochs needed: 200
evaluating individudal 12 - 9358a00908f3f957. Mean loss in evaluation epoch: 0.02258894219994545, epochs needed: 200
evaluating individudal 13 - 3eb3a553b745ef4c. Mean loss in evaluation epoch: 0.026968924328684807, epochs needed: 200
evaluating individudal 14 - 121babd84fff77ee. Mean loss in evaluation epoch: 0.03225957974791527, epochs needed: 200
evaluating individudal 15 - fc27d723bc303afe. Mean loss in evaluation epoch: 0.029087264090776443, epochs needed: 200
evaluating individudal 16 - 6afd27a8f19af047. Mean loss in evaluation epoch: 0.03440900519490242, epochs needed: 200
evaluating individudal 17 - b6b87869120619b1. Mean loss in evaluation epoch: 0.0352606438100338, epochs needed: 200
evaluating individudal 18 - b60280bb9e143eab. Mean loss in evaluation epoch: 0.017857683822512627, epochs needed: 200
evaluating individudal 19 - a9fc215277c02f90. Mean loss in evaluation epoch: 0.03334208205342293, epochs needed: 200
evaluating individudal 20 - 2501c13fa6e5300f. Mean loss in evaluation epoch: 0.0335865281522274, epochs needed: 200
evaluating individudal 21 - 4bb3e9d5fbcedc0a. Mean loss in evaluation epoch: 0.030322734266519547, epochs needed: 200
evaluating individudal 22 - 5438143e7c97c9dc. Mean loss in evaluation epoch: 0.017795605584979057, epochs needed: 200
evaluating individudal 23 - d250b9ceb53af184. Mean loss in evaluation epoch: 0.031782425940036774, epochs needed: 200
evaluating individudal 24 - d903f70db525ec57. Mean loss in evaluation epoch: 0.03410716727375984, epochs needed: 200
evaluating individudal 25 - d8aeb715b095e2f6. Mean loss in evaluation epoch: 0.01703680492937565, epochs needed: 200
evaluating individudal 26 - bd5cc3806010f6c2. Mean loss in evaluation epoch: 0.02637283317744732, epochs needed: 200
evaluating individudal 27 - e2a9517a6ea75100. Mean loss in evaluation epoch: 0.03776320815086365, epochs needed: 200
evaluating individudal 28 - e128718e72b69ce0. Mean loss in evaluation epoch: 0.029416972771286964, epochs needed: 200
evaluating individudal 29 - 01e79c933fb1479c. Mean loss in evaluation epoch: 0.031714797019958496, epochs needed: 200
evaluating individudal 30 - 6c8565a10e31991b. Mean loss in evaluation epoch: 0.036083098500967026, epochs needed: 200
evaluating individudal 31 - 764205346e9e1883. Mean loss in evaluation epoch: 0.031050849705934525, epochs needed: 200
evaluating individudal 32 - 732d6f08544d8d2e. Mean loss in evaluation epoch: 0.02928917482495308, epochs needed: 200
evaluating individudal 33 - 3f5685f637c9b24b. Mean loss in evaluation epoch: 0.03587734326720238, epochs needed: 200
evaluating individudal 34 - 8a13626dcde6305a. Mean loss in evaluation epoch: 0.027733756229281425, epochs needed: 200
evaluating individudal 35 - 48d99396b60adf0b. Mean loss in evaluation epoch: 0.01854751445353031, epochs needed: 200
evaluating individudal 36 - d17591364e1a947f. Mean loss in evaluation epoch: 0.03034428134560585, epochs needed: 200
evaluating individudal 37 - f768cd1d740b7659. Mean loss in evaluation epoch: 0.03506290540099144, epochs needed: 200
evaluating individudal 38 - 0bf7cea48b37ff4f. Mean loss in evaluation epoch: 0.02994510531425476, epochs needed: 200
evaluating individudal 39 - ce997a6509fa5a9b. Mean loss in evaluation epoch: 0.02335507981479168, epochs needed: 200
evaluating individudal 0 - aea0882c45bd950a. Mean loss in evaluation epoch: 0.011739461682736874, epochs needed: 200
evaluating individudal 1 - 335d066f550d0f67. Mean loss in evaluation epoch: 0.01307737547904253, epochs needed: 200
evaluating individudal 2 - a0bf8067de83b8a7. Mean loss in evaluation epoch: 0.016255304217338562, epochs needed: 200
evaluating individudal 3 - 049169a8ddfb5eb2. Mean loss in evaluation epoch: 0.017965877428650856, epochs needed: 200
evaluating individudal 4 - 7623436d685e1770. Mean loss in evaluation epoch: 0.02095314860343933, epochs needed: 200
evaluating individudal 5 - 70ad78bd69713d3f. Mean loss in evaluation epoch: 0.018330195918679237, epochs needed: 200
evaluating individudal 6 - 49a27715da9c9d36. Mean loss in evaluation epoch: 0.017461424693465233, epochs needed: 200
evaluating individudal 7 - 43be238a31ec9687. Mean loss in evaluation epoch: 0.01859225332736969, epochs needed: 200
evaluating individudal 8 - d7a8461405428872. Mean loss in evaluation epoch: 0.019379010424017906, epochs needed: 200
evaluating individudal 9 - ef115975f98896c8. Mean loss in evaluation epoch: 0.019400153309106827, epochs needed: 200
Round 14 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: aea0882c45bd950a, num_times_seen_before: 2
ACC: 0.9842105263157894
TPR/FPR: 1.0, 0.01948051948051948
Loss: 0.011739461682736874
Timestamp: 36673.48388247001
---------------------------------------------------------------
evaluating individudal 0 - ed0137543627bf47. Mean loss in evaluation epoch: 0.036862440407276154, epochs needed: 200
evaluating individudal 1 - 2dd63c2884511883. Mean loss in evaluation epoch: 0.03412847965955734, epochs needed: 200
evaluating individudal 2 - 5f07f3647eea2073. Mean loss in evaluation epoch: 0.010139391757547855, epochs needed: 200
evaluating individudal 3 - 00fd05de35792e00. Mean loss in evaluation epoch: 0.02954864874482155, epochs needed: 200
evaluating individudal 4 - 964dbd4697e50b51. Mean loss in evaluation epoch: 0.029239073395729065, epochs needed: 200
evaluating individudal 5 - ea2636a2fd496c80. Mean loss in evaluation epoch: 0.03162018954753876, epochs needed: 200
evaluating individudal 6 - f920697b9d8762e2. Mean loss in evaluation epoch: 0.033464767038822174, epochs needed: 200
evaluating individudal 7 - a5aa2a566e9d7522. Mean loss in evaluation epoch: 0.041139811277389526, epochs needed: 200
evaluating individudal 8 - 180c7166c4aae3c2. Mean loss in evaluation epoch: 0.038087423890829086, epochs needed: 200
evaluating individudal 9 - b6a3a26f19af55c9. Mean loss in evaluation epoch: 0.016594568267464638, epochs needed: 200
evaluating individudal 10 - 980c2abadeb79d86. Mean loss in evaluation epoch: 0.03645367547869682, epochs needed: 200
evaluating individudal 11 - 53b10205f93b167e. Mean loss in evaluation epoch: 0.03380685672163963, epochs needed: 200
evaluating individudal 12 - 586199b66bc9f6d9. Mean loss in evaluation epoch: 0.03333788737654686, epochs needed: 200
evaluating individudal 13 - 78b362519d62641e. Mean loss in evaluation epoch: 0.029535610228776932, epochs needed: 200
evaluating individudal 14 - 808c9a60f4c854e0. Mean loss in evaluation epoch: 0.03101484291255474, epochs needed: 200
evaluating individudal 15 - 030f1c335db7e3ca. Mean loss in evaluation epoch: 0.023758091032505035, epochs needed: 200
evaluating individudal 16 - d9ae87457fb0d7b4. Mean loss in evaluation epoch: 0.03523622080683708, epochs needed: 200
evaluating individudal 17 - 0175bd6507e3fab4. Mean loss in evaluation epoch: 0.01619727723300457, epochs needed: 200
evaluating individudal 18 - 80f27c4cac167a30. Mean loss in evaluation epoch: 0.03579985722899437, epochs needed: 200
evaluating individudal 19 - 1214694363f53dc2. Mean loss in evaluation epoch: 0.03784151002764702, epochs needed: 200
evaluating individudal 20 - 5cebdb30e5f1b8e6. Mean loss in evaluation epoch: 0.01794351637363434, epochs needed: 200
evaluating individudal 21 - 4d50c3dbfbe678d4. Mean loss in evaluation epoch: 0.0411066971719265, epochs needed: 200
evaluating individudal 22 - 7c71573034ef4dfc. Mean loss in evaluation epoch: 0.025597697123885155, epochs needed: 200
evaluating individudal 23 - 00e4e962b6a46ada. Mean loss in evaluation epoch: 0.03515458479523659, epochs needed: 200
evaluating individudal 24 - 0e8a4d2f82f0b453. Mean loss in evaluation epoch: 0.008751697838306427, epochs needed: 200
evaluating individudal 25 - c7a52faee0d26c11. Mean loss in evaluation epoch: 0.03308849036693573, epochs needed: 200
evaluating individudal 26 - 6e5a0bea7636e0f2. Mean loss in evaluation epoch: 0.038787711411714554, epochs needed: 200
evaluating individudal 27 - 983dac3de7d7b807. Mean loss in evaluation epoch: 0.0148945152759552, epochs needed: 200
evaluating individudal 28 - af3d8105d6e93592. Mean loss in evaluation epoch: 0.025380128994584084, epochs needed: 200
evaluating individudal 29 - 5ac02529d26d72e2. Mean loss in evaluation epoch: 0.02480483055114746, epochs needed: 200
evaluating individudal 30 - 64973078050af73a. Mean loss in evaluation epoch: 0.032884884625673294, epochs needed: 200
evaluating individudal 31 - 229bf0e8e89aa6cd. Mean loss in evaluation epoch: 0.031963612884283066, epochs needed: 200
evaluating individudal 32 - ec73b03239903639. Mean loss in evaluation epoch: 0.03156319633126259, epochs needed: 200
evaluating individudal 33 - ea8a0948854b1a60. Mean loss in evaluation epoch: 0.0380743145942688, epochs needed: 200
evaluating individudal 34 - 8133293cbb543fd4. Mean loss in evaluation epoch: 0.02448960207402706, epochs needed: 200
evaluating individudal 35 - 2ecc21f79f4cacdc. Mean loss in evaluation epoch: 0.017415618523955345, epochs needed: 200
evaluating individudal 36 - 29125de1bcecf2e6. Mean loss in evaluation epoch: 0.038805216550827026, epochs needed: 200
evaluating individudal 37 - a0f6d4c2aca5cfe2. Mean loss in evaluation epoch: 0.0355025939643383, epochs needed: 200
evaluating individudal 38 - 27a06185e85d7864. Mean loss in evaluation epoch: 0.005472803022712469, epochs needed: 200
evaluating individudal 39 - a9e7abf7b7acfd98. Mean loss in evaluation epoch: 0.03621776029467583, epochs needed: 200
evaluating individudal 0 - aea0882c45bd950a. Mean loss in evaluation epoch: 0.010823355056345463, epochs needed: 200
evaluating individudal 1 - 335d066f550d0f67. Mean loss in evaluation epoch: 0.012495117262005806, epochs needed: 200
evaluating individudal 2 - e3dcf0096981a1d6. Mean loss in evaluation epoch: 0.016013264656066895, epochs needed: 200
evaluating individudal 3 - a0bf8067de83b8a7. Mean loss in evaluation epoch: 0.016320813447237015, epochs needed: 200
evaluating individudal 4 - d8aeb715b095e2f6. Mean loss in evaluation epoch: 0.01729760505259037, epochs needed: 200
evaluating individudal 5 - 49a27715da9c9d36. Mean loss in evaluation epoch: 0.016455134376883507, epochs needed: 200
evaluating individudal 6 - 5438143e7c97c9dc. Mean loss in evaluation epoch: 0.018865959718823433, epochs needed: 200
evaluating individudal 7 - b60280bb9e143eab. Mean loss in evaluation epoch: 0.017631221562623978, epochs needed: 200
evaluating individudal 8 - 049169a8ddfb5eb2. Mean loss in evaluation epoch: 0.018306484445929527, epochs needed: 200
evaluating individudal 9 - 70ad78bd69713d3f. Mean loss in evaluation epoch: 0.019028853625059128, epochs needed: 200
Round 15 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 27a06185e85d7864, num_times_seen_before: 0
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.005472803022712469
Timestamp: 39305.334707051996
---------------------------------------------------------------
evaluating individudal 0 - 6cc4c1d5074977d1. Mean loss in evaluation epoch: 0.03614664822816849, epochs needed: 200
evaluating individudal 1 - 36ccb5ff51877e7f. Mean loss in evaluation epoch: 0.035511571913957596, epochs needed: 200
evaluating individudal 2 - 08fd3d01905a4e29. Mean loss in evaluation epoch: 0.0369887612760067, epochs needed: 200
evaluating individudal 3 - 61be659751f30424. Mean loss in evaluation epoch: 0.01719697006046772, epochs needed: 200
evaluating individudal 4 - 60e4441447ee5b82. Mean loss in evaluation epoch: 0.03226849064230919, epochs needed: 200
evaluating individudal 5 - 3279aec37ef17af7. Mean loss in evaluation epoch: 0.029488274827599525, epochs needed: 200
evaluating individudal 6 - c0875e732dbda9b5. Mean loss in evaluation epoch: 0.026618370786309242, epochs needed: 200
evaluating individudal 7 - 9446e6ad611c3f67. Mean loss in evaluation epoch: 0.028072291985154152, epochs needed: 200
evaluating individudal 8 - 70bb97b4b9547e85. Mean loss in evaluation epoch: 0.02843676507472992, epochs needed: 200
evaluating individudal 9 - 09c042a445e97109. Mean loss in evaluation epoch: 0.02593325451016426, epochs needed: 200
evaluating individudal 10 - 47ac6c863ea57bfa. Mean loss in evaluation epoch: 0.025083942338824272, epochs needed: 200
