num samples: 5000
NUM_TRAIN_SAMPLES: 4999
NUM_TRAIN_BATCHES: 50
NUM_TEST_SAMPLES: 4999
NUM_TEST_BATCHES: 50
BATCH_SIZE: 100
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 40
IS_CONTINUOUS: False
USE_MAX: False
../data/final/netrd/SIS/timeseries_ba10_5k_0.15.pickle
../data/final/edges_ba10.pickle
CONTINUATION: False
CONT_ADDRESS: D:\Uni\BA\ColabOutputs\ba20\2020-12-10T22_50_22.113418
SEED: 0
NUM_DYN_EPOCHS: 40
NUM_DYN_EPOCHS_INIT: 40
DETECT_EARLY_CONVERGENCE: False
RESET_DYN_LEARNER_EVERY_NTH_GEN: 1
POP_SIZE: 10
NEWPOP_SIZE: 40
NUM_GEN: 45
USE_NODEWISE_EVALUATION: False
USE_EVALEPOCH_FOR_GUIDED_MUTATION: False
USE_DETERMINISTIC_EVAL: False
--------------------- Start training ------------------------
evaluating individudal 0 - c991f7e4d2dd6f24. Mean loss in evaluation epoch: 0.38539478182792664, epochs needed: 40
ACC: 0.8888888888888888
TPR/FPR: 1.0, 0.1724137931034483
Loss: 0.3732317388057709
Timestamp: 4479.115506875998
---------------------------------------------------------------
evaluating individudal 0 - 342319d2ece130e5. Mean loss in evaluation epoch: 0.3781333565711975, epochs needed: 40
evaluating individudal 1 - fd3bb78b8ca3419c. Mean loss in evaluation epoch: 0.3791015148162842, epochs needed: 40
evaluating individudal 2 - 5b20f76ef1ac6624. Mean loss in evaluation epoch: 0.3792593777179718, epochs needed: 40
evaluating individudal 3 - be01e6027877edf5. Mean loss in evaluation epoch: 0.37350571155548096, epochs needed: 40
evaluating individudal 4 - 667fe0fa12b7bd80. Mean loss in evaluation epoch: 0.3765237331390381, epochs needed: 40
evaluating individudal 5 - 203bd4aec85bd709. Mean loss in evaluation epoch: 0.37710344791412354, epochs needed: 40
evaluating individudal 6 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.3721708357334137, epochs needed: 40
evaluating individudal 7 - 5dc3bece761dc893. Mean loss in evaluation epoch: 0.3797084093093872, epochs needed: 40
evaluating individudal 8 - 7ac28efb4461e578. Mean loss in evaluation epoch: 0.38441747426986694, epochs needed: 40
evaluating individudal 9 - 21a7e416585c899a. Mean loss in evaluation epoch: 0.3793051838874817, epochs needed: 40
evaluating individudal 10 - 4122497cdee82633. Mean loss in evaluation epoch: 0.3863644003868103, epochs needed: 40
evaluating individudal 11 - 0ad56f90a5c447ba. Mean loss in evaluation epoch: 0.3786095082759857, epochs needed: 40
evaluating individudal 12 - 8484702e597c2f52. Mean loss in evaluation epoch: 0.3741392493247986, epochs needed: 40
evaluating individudal 13 - 9e33139a3de83eef. Mean loss in evaluation epoch: 0.3772006034851074, epochs needed: 40
evaluating individudal 14 - abdcbaf2172dc8c6. Mean loss in evaluation epoch: 0.3783501386642456, epochs needed: 40
evaluating individudal 15 - c73bf43086033956. Mean loss in evaluation epoch: 0.37988144159317017, epochs needed: 40
evaluating individudal 16 - 9870b00c3c230da8. Mean loss in evaluation epoch: 0.37793394923210144, epochs needed: 40
evaluating individudal 17 - 6e92cbfb6c1bf9b5. Mean loss in evaluation epoch: 0.38505882024765015, epochs needed: 40
evaluating individudal 18 - 36f648349f0f9ee0. Mean loss in evaluation epoch: 0.3797156512737274, epochs needed: 40
evaluating individudal 19 - 70f5c9882fdc14ef. Mean loss in evaluation epoch: 0.3777928054332733, epochs needed: 40
evaluating individudal 20 - cdd59d5235827230. Mean loss in evaluation epoch: 0.37924468517303467, epochs needed: 40
evaluating individudal 21 - a6c63d9a8da427ea. Mean loss in evaluation epoch: 0.3744451403617859, epochs needed: 40
evaluating individudal 22 - f1143473e7cc6e03. Mean loss in evaluation epoch: 0.3791447877883911, epochs needed: 40
evaluating individudal 23 - ca8c390867823818. Mean loss in evaluation epoch: 0.3767971098423004, epochs needed: 40
evaluating individudal 24 - 7614e804d20ee3d4. Mean loss in evaluation epoch: 0.3768694996833801, epochs needed: 40
evaluating individudal 25 - 6a4680fe6f13dda1. Mean loss in evaluation epoch: 0.3839716911315918, epochs needed: 40
evaluating individudal 26 - d78af303ed924e53. Mean loss in evaluation epoch: 0.38223928213119507, epochs needed: 40
evaluating individudal 27 - 7916acac44611620. Mean loss in evaluation epoch: 0.3788467347621918, epochs needed: 40
evaluating individudal 28 - d282b82ffebf0e0e. Mean loss in evaluation epoch: 0.37686866521835327, epochs needed: 40
evaluating individudal 29 - 08468bdfca4b2cbf. Mean loss in evaluation epoch: 0.3804060220718384, epochs needed: 40
evaluating individudal 30 - 59b083f01e534306. Mean loss in evaluation epoch: 0.3785845935344696, epochs needed: 40
evaluating individudal 31 - 03f2e735bcf64c92. Mean loss in evaluation epoch: 0.38214239478111267, epochs needed: 40
evaluating individudal 32 - d17771d2e29b98d8. Mean loss in evaluation epoch: 0.3812807500362396, epochs needed: 40
evaluating individudal 33 - 272776523ec09831. Mean loss in evaluation epoch: 0.3811260461807251, epochs needed: 40
evaluating individudal 34 - 310e8a82ca3bb2b7. Mean loss in evaluation epoch: 0.38201335072517395, epochs needed: 40
evaluating individudal 35 - 543f3a83256fc647. Mean loss in evaluation epoch: 0.3786204755306244, epochs needed: 40
evaluating individudal 36 - 2d238dffe5c1bc88. Mean loss in evaluation epoch: 0.3775384724140167, epochs needed: 40
evaluating individudal 37 - 25238fb9abba39b8. Mean loss in evaluation epoch: 0.382161021232605, epochs needed: 40
evaluating individudal 38 - 803c17c6dfc92126. Mean loss in evaluation epoch: 0.37815114855766296, epochs needed: 40
evaluating individudal 39 - 0c9581256d7e45ff. Mean loss in evaluation epoch: 0.3801721930503845, epochs needed: 40
evaluating individudal 0 - 0c9df858a2791c20. Mean loss in evaluation epoch: 0.37381574511528015, epochs needed: 40
evaluating individudal 1 - 77bb8017ddd3e36f. Mean loss in evaluation epoch: 0.3734302520751953, epochs needed: 40
evaluating individudal 2 - e1b234e2f1fd99b4. Mean loss in evaluation epoch: 0.37357085943222046, epochs needed: 40
evaluating individudal 3 - a473176a6cfee27b. Mean loss in evaluation epoch: 0.3733489215373993, epochs needed: 40
evaluating individudal 4 - 35e882d0e7982053. Mean loss in evaluation epoch: 0.3739805519580841, epochs needed: 40
evaluating individudal 5 - 6b54f897cc4000c6. Mean loss in evaluation epoch: 0.3737688362598419, epochs needed: 40
evaluating individudal 6 - e39e34fb8a523c2d. Mean loss in evaluation epoch: 0.3735887110233307, epochs needed: 40
evaluating individudal 7 - a436ae2ada8e1a0e. Mean loss in evaluation epoch: 0.3743952810764313, epochs needed: 40
evaluating individudal 8 - a29fa643793ad750. Mean loss in evaluation epoch: 0.3740306496620178, epochs needed: 40
evaluating individudal 9 - fdd5ce662b203e04. Mean loss in evaluation epoch: 0.373969703912735, epochs needed: 40
Round 10 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 9d209c3f518943ca, num_times_seen_before: 0
ACC: 0.9777777777777777
TPR/FPR: 1.0, 0.034482758620689655
Loss: 0.3721708357334137
Timestamp: 4987.448855919996
---------------------------------------------------------------
evaluating individudal 0 - 982fc4b16f859051. Mean loss in evaluation epoch: 0.3856855034828186, epochs needed: 40
evaluating individudal 1 - 8c6d159ea1ab8fd5. Mean loss in evaluation epoch: 0.3807537853717804, epochs needed: 40
evaluating individudal 2 - e14d4395d0009ab1. Mean loss in evaluation epoch: 0.3787529766559601, epochs needed: 40
evaluating individudal 3 - d0bb6c00c3c30127. Mean loss in evaluation epoch: 0.377297043800354, epochs needed: 40
evaluating individudal 4 - 0958c00c7c7e0391. Mean loss in evaluation epoch: 0.37864840030670166, epochs needed: 40
evaluating individudal 5 - e56c552726e46844. Mean loss in evaluation epoch: 0.3728640377521515, epochs needed: 40
evaluating individudal 6 - fb286e0b997aff4c. Mean loss in evaluation epoch: 0.3799345791339874, epochs needed: 40
evaluating individudal 7 - 620cfd47b47c2d26. Mean loss in evaluation epoch: 0.3777763545513153, epochs needed: 40
evaluating individudal 8 - 503d470ec3080951. Mean loss in evaluation epoch: 0.37721705436706543, epochs needed: 40
evaluating individudal 9 - 01df8d75abb80339. Mean loss in evaluation epoch: 0.3754514157772064, epochs needed: 40
evaluating individudal 10 - 6293eb817855018a. Mean loss in evaluation epoch: 0.3762845993041992, epochs needed: 40
evaluating individudal 11 - b0a70c0b1200ad11. Mean loss in evaluation epoch: 0.37608805298805237, epochs needed: 40
evaluating individudal 12 - 1384e2e6e11da2be. Mean loss in evaluation epoch: 0.3776007890701294, epochs needed: 40
evaluating individudal 13 - 57ba9e9941e5f204. Mean loss in evaluation epoch: 0.38029006123542786, epochs needed: 40
evaluating individudal 14 - 4431af01120a27ea. Mean loss in evaluation epoch: 0.37487658858299255, epochs needed: 40
evaluating individudal 15 - 6016d88c59e711cb. Mean loss in evaluation epoch: 0.38002273440361023, epochs needed: 40
evaluating individudal 16 - 812764fdac930359. Mean loss in evaluation epoch: 0.375186562538147, epochs needed: 40
evaluating individudal 17 - db5657453aa9d936. Mean loss in evaluation epoch: 0.37576285004615784, epochs needed: 40
evaluating individudal 18 - a12f1466037bd13e. Mean loss in evaluation epoch: 0.3767955005168915, epochs needed: 40
evaluating individudal 19 - d11077b7c646adb2. Mean loss in evaluation epoch: 0.3825056850910187, epochs needed: 40
evaluating individudal 20 - 02f6726df92bed2c. Mean loss in evaluation epoch: 0.37542784214019775, epochs needed: 40
evaluating individudal 21 - 625b01d84e8f8e2c. Mean loss in evaluation epoch: 0.38121268153190613, epochs needed: 40
evaluating individudal 22 - 14421aa47a99c1e3. Mean loss in evaluation epoch: 0.3786320388317108, epochs needed: 40
evaluating individudal 23 - 195b25cc7bb3b299. Mean loss in evaluation epoch: 0.38508880138397217, epochs needed: 40
evaluating individudal 24 - 9e9225bea414b261. Mean loss in evaluation epoch: 0.37732288241386414, epochs needed: 40
evaluating individudal 25 - 2cab6247af4cde51. Mean loss in evaluation epoch: 0.3764096796512604, epochs needed: 40
evaluating individudal 26 - 49135cdd3a2d560e. Mean loss in evaluation epoch: 0.3734234571456909, epochs needed: 40
evaluating individudal 27 - 92cdb8bfa255b1cd. Mean loss in evaluation epoch: 0.37776297330856323, epochs needed: 40
evaluating individudal 28 - 31f0a02e7e7bd88c. Mean loss in evaluation epoch: 0.37693288922309875, epochs needed: 40
evaluating individudal 29 - cfb554fbbb862f01. Mean loss in evaluation epoch: 0.37809646129608154, epochs needed: 40
evaluating individudal 30 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.3725951015949249, epochs needed: 40
evaluating individudal 31 - 86023899db517913. Mean loss in evaluation epoch: 0.3820691704750061, epochs needed: 40
evaluating individudal 32 - d4f0e2a99ac05961. Mean loss in evaluation epoch: 0.379078209400177, epochs needed: 40
evaluating individudal 33 - 2cf13df3e9cc686d. Mean loss in evaluation epoch: 0.3812394142150879, epochs needed: 40
evaluating individudal 34 - 59e2d8780b9415b0. Mean loss in evaluation epoch: 0.3805583119392395, epochs needed: 40
evaluating individudal 35 - 93fc9b0e538edc9e. Mean loss in evaluation epoch: 0.378407746553421, epochs needed: 40
evaluating individudal 36 - 3ac5a0c05e8ddee6. Mean loss in evaluation epoch: 0.37774473428726196, epochs needed: 40
evaluating individudal 37 - e8f1fedcaab48d1c. Mean loss in evaluation epoch: 0.37665531039237976, epochs needed: 40
evaluating individudal 38 - 2d238dffe5c1bc88. Mean loss in evaluation epoch: 0.37764114141464233, epochs needed: 40
evaluating individudal 39 - eec8adb81f608875. Mean loss in evaluation epoch: 0.3778621554374695, epochs needed: 40
evaluating individudal 0 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.37230435013771057, epochs needed: 40
evaluating individudal 1 - a473176a6cfee27b. Mean loss in evaluation epoch: 0.3731994032859802, epochs needed: 40
evaluating individudal 2 - 77bb8017ddd3e36f. Mean loss in evaluation epoch: 0.37370017170906067, epochs needed: 40
evaluating individudal 3 - be01e6027877edf5. Mean loss in evaluation epoch: 0.37399208545684814, epochs needed: 40
evaluating individudal 4 - e1b234e2f1fd99b4. Mean loss in evaluation epoch: 0.37294238805770874, epochs needed: 40
evaluating individudal 5 - e39e34fb8a523c2d. Mean loss in evaluation epoch: 0.3736024498939514, epochs needed: 40
evaluating individudal 6 - 6b54f897cc4000c6. Mean loss in evaluation epoch: 0.3738240599632263, epochs needed: 40
evaluating individudal 7 - 0c9df858a2791c20. Mean loss in evaluation epoch: 0.3739321827888489, epochs needed: 40
evaluating individudal 8 - fdd5ce662b203e04. Mean loss in evaluation epoch: 0.37382832169532776, epochs needed: 40
evaluating individudal 9 - 35e882d0e7982053. Mean loss in evaluation epoch: 0.37409767508506775, epochs needed: 40
Round 11 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: 9d209c3f518943ca, num_times_seen_before: 1
ACC: 0.9777777777777777
TPR/FPR: 1.0, 0.034482758620689655
Loss: 0.37230435013771057
Timestamp: 5491.291946017998
---------------------------------------------------------------
evaluating individudal 0 - 46be390c0d493f99. Mean loss in evaluation epoch: 0.3797915577888489, epochs needed: 40
evaluating individudal 1 - 125a2395a8e7f06a. Mean loss in evaluation epoch: 0.3746514916419983, epochs needed: 40
evaluating individudal 2 - 7b8d5ca3538a397c. Mean loss in evaluation epoch: 0.3792557418346405, epochs needed: 40
evaluating individudal 3 - 0fc049247dd7fca8. Mean loss in evaluation epoch: 0.3770996034145355, epochs needed: 40
evaluating individudal 4 - c25ef30ff4187a39. Mean loss in evaluation epoch: 0.38205137848854065, epochs needed: 40
evaluating individudal 5 - c87823b5d31acd9d. Mean loss in evaluation epoch: 0.37915849685668945, epochs needed: 40
evaluating individudal 6 - 26ccecd975f003b7. Mean loss in evaluation epoch: 0.37625816464424133, epochs needed: 40
evaluating individudal 7 - a2ed62ce85c7997e. Mean loss in evaluation epoch: 0.3750971555709839, epochs needed: 40
evaluating individudal 8 - 5215d3c66c9bb47b. Mean loss in evaluation epoch: 0.37452977895736694, epochs needed: 40
evaluating individudal 9 - b122991d87bbfd54. Mean loss in evaluation epoch: 0.3771098554134369, epochs needed: 40
evaluating individudal 10 - 0581dcda5dcff61d. Mean loss in evaluation epoch: 0.3785477876663208, epochs needed: 40
evaluating individudal 11 - c7f7c2e7f4a70f16. Mean loss in evaluation epoch: 0.3729242980480194, epochs needed: 40
evaluating individudal 12 - 9584161e108e22ac. Mean loss in evaluation epoch: 0.3794656991958618, epochs needed: 40
evaluating individudal 13 - d3a5dcf49bb02a00. Mean loss in evaluation epoch: 0.3787069320678711, epochs needed: 40
evaluating individudal 14 - 6fba9a14fc82740d. Mean loss in evaluation epoch: 0.37871450185775757, epochs needed: 40
evaluating individudal 15 - 993dcdfccadb615a. Mean loss in evaluation epoch: 0.37836217880249023, epochs needed: 40
evaluating individudal 16 - 07070fae8e42d8fa. Mean loss in evaluation epoch: 0.37673041224479675, epochs needed: 40
evaluating individudal 17 - d411bd4dc3c7983f. Mean loss in evaluation epoch: 0.37671568989753723, epochs needed: 40
evaluating individudal 18 - a1724eb86772802e. Mean loss in evaluation epoch: 0.3798585534095764, epochs needed: 40
evaluating individudal 19 - 0706463f2ba930b5. Mean loss in evaluation epoch: 0.3756621181964874, epochs needed: 40
evaluating individudal 20 - 93abf4b61b1c8517. Mean loss in evaluation epoch: 0.38025301694869995, epochs needed: 40
evaluating individudal 21 - 56ca9caa9c2eb0bf. Mean loss in evaluation epoch: 0.38697540760040283, epochs needed: 40
evaluating individudal 22 - 716e92f5971a47b8. Mean loss in evaluation epoch: 0.3777407705783844, epochs needed: 40
evaluating individudal 23 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37143972516059875, epochs needed: 40
evaluating individudal 24 - 5bcd2a3fbb1344a4. Mean loss in evaluation epoch: 0.37762701511383057, epochs needed: 40
evaluating individudal 25 - ab67a9f628be11c7. Mean loss in evaluation epoch: 0.3762226402759552, epochs needed: 40
evaluating individudal 26 - 07c251c2ee3f8bdc. Mean loss in evaluation epoch: 0.38242536783218384, epochs needed: 40
evaluating individudal 27 - c8a779abf7c32f62. Mean loss in evaluation epoch: 0.3817407786846161, epochs needed: 40
evaluating individudal 28 - 5f8e2d5cf42bc224. Mean loss in evaluation epoch: 0.3772904872894287, epochs needed: 40
evaluating individudal 29 - b527b0815114d33f. Mean loss in evaluation epoch: 0.3793656527996063, epochs needed: 40
evaluating individudal 30 - 1d350e161ff75868. Mean loss in evaluation epoch: 0.37932708859443665, epochs needed: 40
evaluating individudal 31 - 19934294b104719c. Mean loss in evaluation epoch: 0.38079437613487244, epochs needed: 40
evaluating individudal 32 - 2f45797b681d67ca. Mean loss in evaluation epoch: 0.37828150391578674, epochs needed: 40
evaluating individudal 33 - f4eef4a01bea5fe9. Mean loss in evaluation epoch: 0.3869473934173584, epochs needed: 40
evaluating individudal 34 - 29632600e0bf8848. Mean loss in evaluation epoch: 0.38078612089157104, epochs needed: 40
evaluating individudal 35 - 9c7f18f58e66590e. Mean loss in evaluation epoch: 0.38048356771469116, epochs needed: 40
evaluating individudal 36 - 43d4898593975709. Mean loss in evaluation epoch: 0.3797685205936432, epochs needed: 40
evaluating individudal 37 - e8c89cee362d0fdd. Mean loss in evaluation epoch: 0.37711572647094727, epochs needed: 40
evaluating individudal 38 - 25e426a5a5accc4c. Mean loss in evaluation epoch: 0.37892571091651917, epochs needed: 40
evaluating individudal 39 - 707706d044c8337a. Mean loss in evaluation epoch: 0.3786582946777344, epochs needed: 40
evaluating individudal 0 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.3723260462284088, epochs needed: 40
evaluating individudal 1 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.37312591075897217, epochs needed: 40
evaluating individudal 2 - e56c552726e46844. Mean loss in evaluation epoch: 0.3726629912853241, epochs needed: 40
evaluating individudal 3 - e1b234e2f1fd99b4. Mean loss in evaluation epoch: 0.37307050824165344, epochs needed: 40
evaluating individudal 4 - a473176a6cfee27b. Mean loss in evaluation epoch: 0.37356847524642944, epochs needed: 40
evaluating individudal 5 - 49135cdd3a2d560e. Mean loss in evaluation epoch: 0.37328460812568665, epochs needed: 40
evaluating individudal 6 - e39e34fb8a523c2d. Mean loss in evaluation epoch: 0.37439268827438354, epochs needed: 40
evaluating individudal 7 - 77bb8017ddd3e36f. Mean loss in evaluation epoch: 0.3742324113845825, epochs needed: 40
evaluating individudal 8 - 6b54f897cc4000c6. Mean loss in evaluation epoch: 0.3735358417034149, epochs needed: 40
evaluating individudal 9 - fdd5ce662b203e04. Mean loss in evaluation epoch: 0.37407293915748596, epochs needed: 40
Round 12 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 0
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.37143972516059875
Timestamp: 5989.113772494995
---------------------------------------------------------------
evaluating individudal 0 - 77d79f753d1b6429. Mean loss in evaluation epoch: 0.37528520822525024, epochs needed: 40
evaluating individudal 1 - 7c1567e7167a5cb0. Mean loss in evaluation epoch: 0.37739187479019165, epochs needed: 40
evaluating individudal 2 - 1fca3457bb2860f5. Mean loss in evaluation epoch: 0.37619686126708984, epochs needed: 40
evaluating individudal 3 - 7e114ef687860ea3. Mean loss in evaluation epoch: 0.3757365047931671, epochs needed: 40
evaluating individudal 4 - 34cdb6c47f683b40. Mean loss in evaluation epoch: 0.3751971423625946, epochs needed: 40
evaluating individudal 5 - b6a9c90cc0e61b71. Mean loss in evaluation epoch: 0.3779573440551758, epochs needed: 40
evaluating individudal 6 - e4a303a6f0863d0f. Mean loss in evaluation epoch: 0.3751147389411926, epochs needed: 40
evaluating individudal 7 - e7c05cdb99736964. Mean loss in evaluation epoch: 0.3795984089374542, epochs needed: 40
evaluating individudal 8 - d62e61ca120cc7c2. Mean loss in evaluation epoch: 0.37341251969337463, epochs needed: 40
evaluating individudal 9 - 9cceab9b5fc197e7. Mean loss in evaluation epoch: 0.37729692459106445, epochs needed: 40
evaluating individudal 10 - acd7a02b4f977774. Mean loss in evaluation epoch: 0.3771136403083801, epochs needed: 40
evaluating individudal 11 - fae68e9b5de61aee. Mean loss in evaluation epoch: 0.3773782551288605, epochs needed: 40
evaluating individudal 12 - 8eec2a1bc34eb58a. Mean loss in evaluation epoch: 0.3764004409313202, epochs needed: 40
evaluating individudal 13 - ed61357565d2b68f. Mean loss in evaluation epoch: 0.3758152723312378, epochs needed: 40
evaluating individudal 14 - e0a4e6e02d2913f9. Mean loss in evaluation epoch: 0.3786841034889221, epochs needed: 40
evaluating individudal 15 - a47afedd7a240961. Mean loss in evaluation epoch: 0.3736574947834015, epochs needed: 40
evaluating individudal 16 - d432c3f442145392. Mean loss in evaluation epoch: 0.3761846721172333, epochs needed: 40
evaluating individudal 17 - e49c83fef00033c5. Mean loss in evaluation epoch: 0.3773358166217804, epochs needed: 40
evaluating individudal 18 - ab29f7cfc309453c. Mean loss in evaluation epoch: 0.3754042088985443, epochs needed: 40
evaluating individudal 19 - 60fcca6eedd5ec44. Mean loss in evaluation epoch: 0.37723734974861145, epochs needed: 40
evaluating individudal 20 - 8ca8e5ef6a1b287b. Mean loss in evaluation epoch: 0.37510862946510315, epochs needed: 40
evaluating individudal 21 - a6173b4fdbaaa6d2. Mean loss in evaluation epoch: 0.37474605441093445, epochs needed: 40
evaluating individudal 22 - 0a85260abbee8fbd. Mean loss in evaluation epoch: 0.3781088888645172, epochs needed: 40
evaluating individudal 23 - a4e9d5e27a9d74ae. Mean loss in evaluation epoch: 0.376900851726532, epochs needed: 40
evaluating individudal 24 - c53ba154d5ed7a99. Mean loss in evaluation epoch: 0.37832674384117126, epochs needed: 40
evaluating individudal 25 - 619f047d36a2ab61. Mean loss in evaluation epoch: 0.374965101480484, epochs needed: 40
evaluating individudal 26 - a1973e5651cc21c8. Mean loss in evaluation epoch: 0.37604430317878723, epochs needed: 40
evaluating individudal 27 - cf8bec28e6068969. Mean loss in evaluation epoch: 0.3784896731376648, epochs needed: 40
evaluating individudal 28 - 010ed72c01fad7cc. Mean loss in evaluation epoch: 0.37510305643081665, epochs needed: 40
evaluating individudal 29 - f335cd207dffca03. Mean loss in evaluation epoch: 0.3765733540058136, epochs needed: 40
evaluating individudal 30 - 87efa1fa4bb820eb. Mean loss in evaluation epoch: 0.37742292881011963, epochs needed: 40
evaluating individudal 31 - a194aa0fc2015a63. Mean loss in evaluation epoch: 0.37832850217819214, epochs needed: 40
evaluating individudal 32 - 6bf255e10eba47dd. Mean loss in evaluation epoch: 0.374173104763031, epochs needed: 40
evaluating individudal 33 - e1e09b2ef85332a4. Mean loss in evaluation epoch: 0.375222772359848, epochs needed: 40
evaluating individudal 34 - 57dc1eba22c8ea14. Mean loss in evaluation epoch: 0.37486907839775085, epochs needed: 40
evaluating individudal 35 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.37171104550361633, epochs needed: 40
evaluating individudal 36 - ca9b275ded76a051. Mean loss in evaluation epoch: 0.37736421823501587, epochs needed: 40
evaluating individudal 37 - 390589bfad6117c9. Mean loss in evaluation epoch: 0.37822577357292175, epochs needed: 40
evaluating individudal 38 - 3a1f081d7d52e1e1. Mean loss in evaluation epoch: 0.37936240434646606, epochs needed: 40
evaluating individudal 39 - c7f7c2e7f4a70f16. Mean loss in evaluation epoch: 0.37377187609672546, epochs needed: 40
evaluating individudal 0 - c7cc2e5aaa95c0cd. Mean loss in evaluation epoch: 0.3720448911190033, epochs needed: 40
evaluating individudal 1 - 9d209c3f518943ca. Mean loss in evaluation epoch: 0.37263381481170654, epochs needed: 40
evaluating individudal 2 - e56c552726e46844. Mean loss in evaluation epoch: 0.3732917010784149, epochs needed: 40
evaluating individudal 3 - c7f7c2e7f4a70f16. Mean loss in evaluation epoch: 0.3731342554092407, epochs needed: 40
evaluating individudal 4 - e1b234e2f1fd99b4. Mean loss in evaluation epoch: 0.37278205156326294, epochs needed: 40
evaluating individudal 5 - 2a1e9db88baeec2c. Mean loss in evaluation epoch: 0.3722470700740814, epochs needed: 40
evaluating individudal 6 - 49135cdd3a2d560e. Mean loss in evaluation epoch: 0.372795432806015, epochs needed: 40
evaluating individudal 7 - 6b54f897cc4000c6. Mean loss in evaluation epoch: 0.3739635646343231, epochs needed: 40
evaluating individudal 8 - a473176a6cfee27b. Mean loss in evaluation epoch: 0.3739723265171051, epochs needed: 40
evaluating individudal 9 - fdd5ce662b203e04. Mean loss in evaluation epoch: 0.37364381551742554, epochs needed: 40
Round 13 done. -----------------------------------------
------------------------- TRACKING ---------------------------
Matrix Hash: c7cc2e5aaa95c0cd, num_times_seen_before: 1
ACC: 1.0
TPR/FPR: 1.0, 0.0
Loss: 0.37171104550361633
Timestamp: 6507.414413488004
---------------------------------------------------------------
evaluating individudal 0 - 23edb61ee39310fa. Mean loss in evaluation epoch: 0.37642064690589905, epochs needed: 40
evaluating individudal 1 - 17c2cc9d42c00dec. Mean loss in evaluation epoch: 0.37469372153282166, epochs needed: 40
evaluating individudal 2 - 925b3b1c8d1dc16e. Mean loss in evaluation epoch: 0.3813857138156891, epochs needed: 40
evaluating individudal 3 - 78292c225b3a53d9. Mean loss in evaluation epoch: 0.3738802969455719, epochs needed: 40
evaluating individudal 4 - 468a921ad4e31416. Mean loss in evaluation epoch: 0.3781464993953705, epochs needed: 40
evaluating individudal 5 - b0a94e439440ad11. Mean loss in evaluation epoch: 0.3836342394351959, epochs needed: 40
evaluating individudal 6 - aa607cec1d659a18. Mean loss in evaluation epoch: 0.37693390250205994, epochs needed: 40
evaluating individudal 7 - da013a2af0d1c766. Mean loss in evaluation epoch: 0.3863859176635742, epochs needed: 40
evaluating individudal 8 - 5e9b85d3548fd877. Mean loss in evaluation epoch: 0.37375330924987793, epochs needed: 40
evaluating individudal 9 - f7b595472c63c4ee. Mean loss in evaluation epoch: 0.38004520535469055, epochs needed: 40
evaluating individudal 10 - aea8d31ee0062910. Mean loss in evaluation epoch: 0.3768004775047302, epochs needed: 40
evaluating individudal 11 - 98abcdd3adfd0082. Mean loss in evaluation epoch: 0.3780190944671631, epochs needed: 40
evaluating individudal 12 - b09c286a57524477. Mean loss in evaluation epoch: 0.37518277764320374, epochs needed: 40
evaluating individudal 13 - 3b8957de16d98ba1. Mean loss in evaluation epoch: 0.3877551257610321, epochs needed: 40
evaluating individudal 14 - 01d2c4442199c2d8. Mean loss in evaluation epoch: 0.3818487823009491, epochs needed: 40
evaluating individudal 15 - dc71d88ee0d976ea. Mean loss in evaluation epoch: 0.3773283064365387, epochs needed: 40
evaluating individudal 16 - 5f34bae1195831d2. Mean loss in evaluation epoch: 0.3797810971736908, epochs needed: 40
evaluating individudal 17 - 450f8367d67a338f. Mean loss in evaluation epoch: 0.37712737917900085, epochs needed: 40
evaluating individudal 18 - 3e84ecd1e20e4503. Mean loss in evaluation epoch: 0.37797456979751587, epochs needed: 40
evaluating individudal 19 - b7e429297814c5bd. Mean loss in evaluation epoch: 0.3816571831703186, epochs needed: 40
evaluating individudal 20 - a699beeda67e466d. Mean loss in evaluation epoch: 0.3821709454059601, epochs needed: 40
evaluating individudal 21 - fd4c5143ead7ff67. Mean loss in evaluation epoch: 0.37614530324935913, epochs needed: 40
evaluating individudal 22 - 44df7a68c48bfd63. Mean loss in evaluation epoch: 0.3830089569091797, epochs needed: 40
evaluating individudal 23 - 48066decfb55bd1d. Mean loss in evaluation epoch: 0.3804568350315094, epochs needed: 40
evaluating individudal 24 - fe35e240d6bf97e6. Mean loss in evaluation epoch: 0.379043310880661, epochs needed: 40
evaluating individudal 25 - d9c168a127f13576. Mean loss in evaluation epoch: 0.37699952721595764, epochs needed: 40
evaluating individudal 26 - 405c2f4af99e214f. Mean loss in evaluation epoch: 0.37902355194091797, epochs needed: 40
