../data/final/netrd/SIS/timeseries_bull_50_0.2_dontdie.pickle
../data/final/netrd/SIS/edges_bull.pickle
SEED: 0
NUM_RUNS: 1
BATCH_SIZE: 50
NUM_DYN_EPOCHS: 2000
FORMAT: timeseries
HIDDEN_SIZE: 128
USE_TESTSET: True
tensor([[0., 1., 1., 0., 0.],
        [1., 0., 1., 1., 0.],
        [1., 1., 0., 0., 1.],
        [0., 1., 0., 0., 0.],
        [0., 0., 1., 0., 0.]])
num samples: 50
NUM_TRAIN_SAMPLES: 39
NUM_TRAIN_BATCHES: 1
NUM_TEST_SAMPLES: 10
NUM_TEST_BATCHES: 1
BATCH_SIZE: 50
HIDDEN_SIZE: 128
NUM_DYN_EPOCHS: 2000
IS_CONTINUOUS: False
USE_MAX: False
evaluating: matrix 0, run 0. Mean loss in evaluation epoch: 0.5034692287445068, epochs needed: 2000
evaluating: matrix 269, run 0. Mean loss in evaluation epoch: 0.5328534245491028, epochs needed: 2000
evaluating: matrix 270, run 0. Mean loss in evaluation epoch: 0.6825858354568481, epochs needed: 2000
evaluating: matrix 271, run 0. Mean loss in evaluation epoch: 0.8175612092018127, epochs needed: 2000
evaluating: matrix 272, run 0. Mean loss in evaluation epoch: 0.4697496294975281, epochs needed: 2000
evaluating: matrix 273, run 0. Mean loss in evaluation epoch: 0.625831127166748, epochs needed: 2000
evaluating: matrix 274, run 0. Mean loss in evaluation epoch: 0.4740549325942993, epochs needed: 2000
evaluating: matrix 275, run 0. Mean loss in evaluation epoch: 0.5299381613731384, epochs needed: 2000
evaluating: matrix 276, run 0. Mean loss in evaluation epoch: 0.9157564640045166, epochs needed: 2000
evaluating: matrix 277, run 0. Mean loss in evaluation epoch: 0.7281160950660706, epochs needed: 2000
evaluating: matrix 278, run 0. Mean loss in evaluation epoch: 0.7993637323379517, epochs needed: 2000
evaluating: matrix 279, run 0. Mean loss in evaluation epoch: 0.8402271270751953, epochs needed: 2000
evaluating: matrix 280, run 0. Mean loss in evaluation epoch: 0.5848859548568726, epochs needed: 2000
evaluating: matrix 281, run 0. Mean loss in evaluation epoch: 0.7329836487770081, epochs needed: 2000
evaluating: matrix 282, run 0. Mean loss in evaluation epoch: 0.4410403370857239, epochs needed: 2000
evaluating: matrix 283, run 0. Mean loss in evaluation epoch: 0.5901269316673279, epochs needed: 2000
evaluating: matrix 284, run 0. Mean loss in evaluation epoch: 0.5414381623268127, epochs needed: 2000
evaluating: matrix 285, run 0. Mean loss in evaluation epoch: 0.6126659512519836, epochs needed: 2000
evaluating: matrix 286, run 0. Mean loss in evaluation epoch: 0.6636163592338562, epochs needed: 2000
evaluating: matrix 287, run 0. Mean loss in evaluation epoch: 0.9373934864997864, epochs needed: 2000
evaluating: matrix 288, run 0. Mean loss in evaluation epoch: 0.7952889800071716, epochs needed: 2000
evaluating: matrix 289, run 0. Mean loss in evaluation epoch: 0.9121831655502319, epochs needed: 2000
evaluating: matrix 290, run 0. Mean loss in evaluation epoch: 1.1702078580856323, epochs needed: 2000
evaluating: matrix 291, run 0. Mean loss in evaluation epoch: 1.082473874092102, epochs needed: 2000
evaluating: matrix 292, run 0. Mean loss in evaluation epoch: 1.3885363340377808, epochs needed: 2000
evaluating: matrix 293, run 0. Mean loss in evaluation epoch: 0.6653967499732971, epochs needed: 2000
evaluating: matrix 294, run 0. Mean loss in evaluation epoch: 1.0532628297805786, epochs needed: 2000
evaluating: matrix 295, run 0. Mean loss in evaluation epoch: 0.822858452796936, epochs needed: 2000
evaluating: matrix 296, run 0. Mean loss in evaluation epoch: 0.5677662491798401, epochs needed: 2000
evaluating: matrix 297, run 0. Mean loss in evaluation epoch: 0.6579846143722534, epochs needed: 2000
evaluating: matrix 298, run 0. Mean loss in evaluation epoch: 1.1758440732955933, epochs needed: 2000
evaluating: matrix 299, run 0. Mean loss in evaluation epoch: 0.6135522723197937, epochs needed: 2000
evaluating: matrix 300, run 0. Mean loss in evaluation epoch: 0.6205816864967346, epochs needed: 2000
evaluating: matrix 301, run 0. Mean loss in evaluation epoch: 0.5763325691223145, epochs needed: 2000
evaluating: matrix 302, run 0. Mean loss in evaluation epoch: 2.1757819652557373, epochs needed: 2000
evaluating: matrix 303, run 0. Mean loss in evaluation epoch: 0.9200292825698853, epochs needed: 2000
evaluating: matrix 304, run 0. Mean loss in evaluation epoch: 0.381410151720047, epochs needed: 2000
evaluating: matrix 305, run 0. Mean loss in evaluation epoch: 0.7243602871894836, epochs needed: 2000
evaluating: matrix 306, run 0. Mean loss in evaluation epoch: 1.015172004699707, epochs needed: 2000
evaluating: matrix 307, run 0. Mean loss in evaluation epoch: 3.764538049697876, epochs needed: 2000
evaluating: matrix 308, run 0. Mean loss in evaluation epoch: 0.5339178442955017, epochs needed: 2000
evaluating: matrix 309, run 0. Mean loss in evaluation epoch: 0.5368320941925049, epochs needed: 2000
evaluating: matrix 310, run 0. Mean loss in evaluation epoch: 0.6983141303062439, epochs needed: 2000
evaluating: matrix 311, run 0. Mean loss in evaluation epoch: 6.638875961303711, epochs needed: 2000
evaluating: matrix 312, run 0. Mean loss in evaluation epoch: 0.664989709854126, epochs needed: 2000
evaluating: matrix 313, run 0. Mean loss in evaluation epoch: 0.5817438960075378, epochs needed: 2000
evaluating: matrix 314, run 0. Mean loss in evaluation epoch: 0.52015620470047, epochs needed: 2000
evaluating: matrix 315, run 0. Mean loss in evaluation epoch: 0.6265783905982971, epochs needed: 2000
evaluating: matrix 316, run 0. Mean loss in evaluation epoch: 0.471375972032547, epochs needed: 2000
evaluating: matrix 317, run 0. Mean loss in evaluation epoch: 0.5754096508026123, epochs needed: 2000
evaluating: matrix 318, run 0. Mean loss in evaluation epoch: 0.6257481575012207, epochs needed: 2000
evaluating: matrix 319, run 0. Mean loss in evaluation epoch: 0.8196313381195068, epochs needed: 2000
evaluating: matrix 320, run 0. Mean loss in evaluation epoch: 0.6405884027481079, epochs needed: 2000
evaluating: matrix 321, run 0. Mean loss in evaluation epoch: 0.5321046113967896, epochs needed: 2000
evaluating: matrix 322, run 0. Mean loss in evaluation epoch: 0.5259208679199219, epochs needed: 2000
evaluating: matrix 323, run 0. Mean loss in evaluation epoch: 0.5518969297409058, epochs needed: 2000
evaluating: matrix 324, run 0. Mean loss in evaluation epoch: 0.8017040491104126, epochs needed: 2000
evaluating: matrix 325, run 0. Mean loss in evaluation epoch: 0.5321023464202881, epochs needed: 2000
evaluating: matrix 326, run 0. Mean loss in evaluation epoch: 2.4162707328796387, epochs needed: 2000
evaluating: matrix 327, run 0. Mean loss in evaluation epoch: 0.6948649883270264, epochs needed: 2000
evaluating: matrix 328, run 0. Mean loss in evaluation epoch: 0.7030179500579834, epochs needed: 2000
evaluating: matrix 329, run 0. Mean loss in evaluation epoch: 0.6835556030273438, epochs needed: 2000
evaluating: matrix 330, run 0. Mean loss in evaluation epoch: 0.7622647881507874, epochs needed: 2000
evaluating: matrix 331, run 0. Mean loss in evaluation epoch: 0.5826604962348938, epochs needed: 2000
evaluating: matrix 332, run 0. Mean loss in evaluation epoch: 0.838452160358429, epochs needed: 2000
evaluating: matrix 333, run 0. Mean loss in evaluation epoch: 0.6079697608947754, epochs needed: 2000
evaluating: matrix 334, run 0. Mean loss in evaluation epoch: 0.6970335245132446, epochs needed: 2000
evaluating: matrix 335, run 0. Mean loss in evaluation epoch: 0.7877959609031677, epochs needed: 2000
evaluating: matrix 336, run 0. Mean loss in evaluation epoch: 0.5856891870498657, epochs needed: 2000
evaluating: matrix 337, run 0. Mean loss in evaluation epoch: 0.5011379718780518, epochs needed: 2000
evaluating: matrix 338, run 0. Mean loss in evaluation epoch: 0.4900199770927429, epochs needed: 2000
evaluating: matrix 339, run 0. Mean loss in evaluation epoch: 0.5050250291824341, epochs needed: 2000
evaluating: matrix 340, run 0. Mean loss in evaluation epoch: 0.9020841717720032, epochs needed: 2000
evaluating: matrix 341, run 0. Mean loss in evaluation epoch: 0.6159188747406006, epochs needed: 2000
evaluating: matrix 342, run 0. Mean loss in evaluation epoch: 0.761281430721283, epochs needed: 2000
evaluating: matrix 343, run 0. Mean loss in evaluation epoch: 1.0007944107055664, epochs needed: 2000
evaluating: matrix 344, run 0. Mean loss in evaluation epoch: 0.453888475894928, epochs needed: 2000
evaluating: matrix 345, run 0. Mean loss in evaluation epoch: 0.5237611532211304, epochs needed: 2000
evaluating: matrix 346, run 0. Mean loss in evaluation epoch: 0.7650893926620483, epochs needed: 2000
evaluating: matrix 347, run 0. Mean loss in evaluation epoch: 0.5174781680107117, epochs needed: 2000
evaluating: matrix 348, run 0. Mean loss in evaluation epoch: 0.5764415264129639, epochs needed: 2000
evaluating: matrix 349, run 0. Mean loss in evaluation epoch: 0.5058425068855286, epochs needed: 2000
evaluating: matrix 350, run 0. Mean loss in evaluation epoch: 0.6164048314094543, epochs needed: 2000
evaluating: matrix 351, run 0. Mean loss in evaluation epoch: 0.8074524402618408, epochs needed: 2000
evaluating: matrix 352, run 0. Mean loss in evaluation epoch: 0.5049880146980286, epochs needed: 2000
evaluating: matrix 353, run 0. Mean loss in evaluation epoch: 0.49184706807136536, epochs needed: 2000
evaluating: matrix 354, run 0. Mean loss in evaluation epoch: 1.2198739051818848, epochs needed: 2000
evaluating: matrix 355, run 0. Mean loss in evaluation epoch: 0.5881245136260986, epochs needed: 2000
evaluating: matrix 356, run 0. Mean loss in evaluation epoch: 0.8583025336265564, epochs needed: 2000
evaluating: matrix 357, run 0. Mean loss in evaluation epoch: 0.41750189661979675, epochs needed: 2000
evaluating: matrix 358, run 0. Mean loss in evaluation epoch: 1.9841508865356445, epochs needed: 2000
evaluating: matrix 359, run 0. Mean loss in evaluation epoch: 0.8292003870010376, epochs needed: 2000
evaluating: matrix 360, run 0. Mean loss in evaluation epoch: 0.5634797811508179, epochs needed: 2000
evaluating: matrix 361, run 0. Mean loss in evaluation epoch: 0.580320417881012, epochs needed: 2000
evaluating: matrix 362, run 0. Mean loss in evaluation epoch: 0.7827091813087463, epochs needed: 2000
evaluating: matrix 363, run 0. Mean loss in evaluation epoch: 1.4447532892227173, epochs needed: 2000
evaluating: matrix 364, run 0. Mean loss in evaluation epoch: 1.4660149812698364, epochs needed: 2000
evaluating: matrix 365, run 0. Mean loss in evaluation epoch: 0.5539447665214539, epochs needed: 2000
evaluating: matrix 366, run 0. Mean loss in evaluation epoch: 2.14351749420166, epochs needed: 2000
evaluating: matrix 367, run 0. Mean loss in evaluation epoch: 0.6090352535247803, epochs needed: 2000
evaluating: matrix 368, run 0. Mean loss in evaluation epoch: 0.4283877909183502, epochs needed: 2000
evaluating: matrix 369, run 0. Mean loss in evaluation epoch: 0.44961071014404297, epochs needed: 2000
evaluating: matrix 370, run 0. Mean loss in evaluation epoch: 1.3184170722961426, epochs needed: 2000
evaluating: matrix 371, run 0. Mean loss in evaluation epoch: 0.7226414680480957, epochs needed: 2000
evaluating: matrix 372, run 0. Mean loss in evaluation epoch: 0.5013149380683899, epochs needed: 2000
evaluating: matrix 373, run 0. Mean loss in evaluation epoch: 0.4048449397087097, epochs needed: 2000
evaluating: matrix 374, run 0. Mean loss in evaluation epoch: 2.431161642074585, epochs needed: 2000
evaluating: matrix 375, run 0. Mean loss in evaluation epoch: 0.8508941531181335, epochs needed: 2000
evaluating: matrix 376, run 0. Mean loss in evaluation epoch: 0.5337247252464294, epochs needed: 2000
evaluating: matrix 377, run 0. Mean loss in evaluation epoch: 0.5109842419624329, epochs needed: 2000
evaluating: matrix 378, run 0. Mean loss in evaluation epoch: 0.6816921830177307, epochs needed: 2000
evaluating: matrix 379, run 0. Mean loss in evaluation epoch: 0.6034480333328247, epochs needed: 2000
evaluating: matrix 380, run 0. Mean loss in evaluation epoch: 0.8258039951324463, epochs needed: 2000
evaluating: matrix 381, run 0. Mean loss in evaluation epoch: 0.5233149528503418, epochs needed: 2000
evaluating: matrix 382, run 0. Mean loss in evaluation epoch: 0.9892717003822327, epochs needed: 2000
evaluating: matrix 383, run 0. Mean loss in evaluation epoch: 0.5023733377456665, epochs needed: 2000
evaluating: matrix 384, run 0. Mean loss in evaluation epoch: 0.583835780620575, epochs needed: 2000
evaluating: matrix 385, run 0. Mean loss in evaluation epoch: 0.49723634123802185, epochs needed: 2000
evaluating: matrix 386, run 0. Mean loss in evaluation epoch: 0.4917234182357788, epochs needed: 2000
evaluating: matrix 387, run 0. Mean loss in evaluation epoch: 0.5216125249862671, epochs needed: 2000
evaluating: matrix 388, run 0. Mean loss in evaluation epoch: 0.546456515789032, epochs needed: 2000
evaluating: matrix 389, run 0. Mean loss in evaluation epoch: 0.604155421257019, epochs needed: 2000
evaluating: matrix 390, run 0. Mean loss in evaluation epoch: 0.7497266530990601, epochs needed: 2000
evaluating: matrix 391, run 0. Mean loss in evaluation epoch: 0.598349392414093, epochs needed: 2000
evaluating: matrix 392, run 0. Mean loss in evaluation epoch: 0.5946967005729675, epochs needed: 2000
evaluating: matrix 393, run 0. Mean loss in evaluation epoch: 0.5462108850479126, epochs needed: 2000
evaluating: matrix 394, run 0. Mean loss in evaluation epoch: 0.5029202699661255, epochs needed: 2000
evaluating: matrix 395, run 0. Mean loss in evaluation epoch: 0.6487687826156616, epochs needed: 2000
evaluating: matrix 396, run 0. Mean loss in evaluation epoch: 0.4956226646900177, epochs needed: 2000
evaluating: matrix 397, run 0. Mean loss in evaluation epoch: 0.6787307262420654, epochs needed: 2000
evaluating: matrix 398, run 0. Mean loss in evaluation epoch: 0.6124014258384705, epochs needed: 2000
evaluating: matrix 399, run 0. Mean loss in evaluation epoch: 0.5975620150566101, epochs needed: 2000
evaluating: matrix 400, run 0. Mean loss in evaluation epoch: 0.6028311252593994, epochs needed: 2000
evaluating: matrix 401, run 0. Mean loss in evaluation epoch: 0.5651764273643494, epochs needed: 2000
evaluating: matrix 402, run 0. Mean loss in evaluation epoch: 0.4335137605667114, epochs needed: 2000
evaluating: matrix 403, run 0. Mean loss in evaluation epoch: 0.523284912109375, epochs needed: 2000
evaluating: matrix 404, run 0. Mean loss in evaluation epoch: 0.4445876181125641, epochs needed: 2000
evaluating: matrix 405, run 0. Mean loss in evaluation epoch: 0.43887534737586975, epochs needed: 2000
evaluating: matrix 406, run 0. Mean loss in evaluation epoch: 0.5917657613754272, epochs needed: 2000
evaluating: matrix 407, run 0. Mean loss in evaluation epoch: 0.6816171407699585, epochs needed: 2000
evaluating: matrix 408, run 0. Mean loss in evaluation epoch: 0.7412539124488831, epochs needed: 2000
evaluating: matrix 409, run 0. Mean loss in evaluation epoch: 0.8655886054039001, epochs needed: 2000
evaluating: matrix 410, run 0. Mean loss in evaluation epoch: 0.4552011787891388, epochs needed: 2000
evaluating: matrix 411, run 0. Mean loss in evaluation epoch: 0.48165565729141235, epochs needed: 2000
evaluating: matrix 412, run 0. Mean loss in evaluation epoch: 0.43702706694602966, epochs needed: 2000
evaluating: matrix 413, run 0. Mean loss in evaluation epoch: 0.4898685812950134, epochs needed: 2000
evaluating: matrix 414, run 0. Mean loss in evaluation epoch: 0.6798312664031982, epochs needed: 2000
evaluating: matrix 415, run 0. Mean loss in evaluation epoch: 0.8434625267982483, epochs needed: 2000
evaluating: matrix 416, run 0. Mean loss in evaluation epoch: 0.7092509269714355, epochs needed: 2000
evaluating: matrix 417, run 0. Mean loss in evaluation epoch: 0.5381131768226624, epochs needed: 2000
evaluating: matrix 418, run 0. Mean loss in evaluation epoch: 2.6505980491638184, epochs needed: 2000
evaluating: matrix 419, run 0. Mean loss in evaluation epoch: 1.077019214630127, epochs needed: 2000
evaluating: matrix 420, run 0. Mean loss in evaluation epoch: 0.7051844000816345, epochs needed: 2000
evaluating: matrix 421, run 0. Mean loss in evaluation epoch: 0.699867308139801, epochs needed: 2000
evaluating: matrix 422, run 0. Mean loss in evaluation epoch: 0.9520127773284912, epochs needed: 2000
evaluating: matrix 423, run 0. Mean loss in evaluation epoch: 0.9379662275314331, epochs needed: 2000
evaluating: matrix 424, run 0. Mean loss in evaluation epoch: 0.5049117207527161, epochs needed: 2000
evaluating: matrix 425, run 0. Mean loss in evaluation epoch: 0.5379999279975891, epochs needed: 2000
evaluating: matrix 426, run 0. Mean loss in evaluation epoch: 1.0899089574813843, epochs needed: 2000
evaluating: matrix 427, run 0. Mean loss in evaluation epoch: 0.5166810750961304, epochs needed: 2000
evaluating: matrix 428, run 0. Mean loss in evaluation epoch: 0.411916047334671, epochs needed: 2000
evaluating: matrix 429, run 0. Mean loss in evaluation epoch: 0.7695916891098022, epochs needed: 2000
evaluating: matrix 430, run 0. Mean loss in evaluation epoch: 0.6734784841537476, epochs needed: 2000
evaluating: matrix 431, run 0. Mean loss in evaluation epoch: 0.7749351263046265, epochs needed: 2000
evaluating: matrix 432, run 0. Mean loss in evaluation epoch: 0.6252050399780273, epochs needed: 2000
evaluating: matrix 433, run 0. Mean loss in evaluation epoch: 0.7661764025688171, epochs needed: 2000
evaluating: matrix 434, run 0. Mean loss in evaluation epoch: 1.1456722021102905, epochs needed: 2000
evaluating: matrix 435, run 0. Mean loss in evaluation epoch: 0.7558609247207642, epochs needed: 2000
evaluating: matrix 436, run 0. Mean loss in evaluation epoch: 0.5297000408172607, epochs needed: 2000
evaluating: matrix 437, run 0. Mean loss in evaluation epoch: 0.6507222056388855, epochs needed: 2000
evaluating: matrix 438, run 0. Mean loss in evaluation epoch: 0.7774968147277832, epochs needed: 2000
evaluating: matrix 439, run 0. Mean loss in evaluation epoch: 1.176416277885437, epochs needed: 2000
evaluating: matrix 440, run 0. Mean loss in evaluation epoch: 0.548760175704956, epochs needed: 2000
evaluating: matrix 441, run 0. Mean loss in evaluation epoch: 0.8579174280166626, epochs needed: 2000
evaluating: matrix 442, run 0. Mean loss in evaluation epoch: 0.6364425420761108, epochs needed: 2000
evaluating: matrix 443, run 0. Mean loss in evaluation epoch: 0.7338060736656189, epochs needed: 2000
evaluating: matrix 444, run 0. Mean loss in evaluation epoch: 0.5275260806083679, epochs needed: 2000
evaluating: matrix 445, run 0. Mean loss in evaluation epoch: 0.700141966342926, epochs needed: 2000
evaluating: matrix 446, run 0. Mean loss in evaluation epoch: 0.7626994252204895, epochs needed: 2000
evaluating: matrix 447, run 0. Mean loss in evaluation epoch: 0.5905739665031433, epochs needed: 2000
evaluating: matrix 448, run 0. Mean loss in evaluation epoch: 0.5659558176994324, epochs needed: 2000
evaluating: matrix 449, run 0. Mean loss in evaluation epoch: 0.5656952857971191, epochs needed: 2000
evaluating: matrix 450, run 0. Mean loss in evaluation epoch: 0.6058421730995178, epochs needed: 2000
evaluating: matrix 451, run 0. Mean loss in evaluation epoch: 0.5754533410072327, epochs needed: 2000
evaluating: matrix 452, run 0. Mean loss in evaluation epoch: 0.6083325743675232, epochs needed: 2000
evaluating: matrix 453, run 0. Mean loss in evaluation epoch: 0.5574365854263306, epochs needed: 2000
evaluating: matrix 454, run 0. Mean loss in evaluation epoch: 0.8571281433105469, epochs needed: 2000
evaluating: matrix 455, run 0. Mean loss in evaluation epoch: 0.576783299446106, epochs needed: 2000
evaluating: matrix 456, run 0. Mean loss in evaluation epoch: 0.7687857151031494, epochs needed: 2000
evaluating: matrix 457, run 0. Mean loss in evaluation epoch: 0.6346372961997986, epochs needed: 2000
evaluating: matrix 458, run 0. Mean loss in evaluation epoch: 0.6091277003288269, epochs needed: 2000
evaluating: matrix 459, run 0. Mean loss in evaluation epoch: 0.6594772934913635, epochs needed: 2000
evaluating: matrix 460, run 0. Mean loss in evaluation epoch: 0.6404661536216736, epochs needed: 2000
evaluating: matrix 461, run 0. Mean loss in evaluation epoch: 0.631629228591919, epochs needed: 2000
evaluating: matrix 462, run 0. Mean loss in evaluation epoch: 0.6259905099868774, epochs needed: 2000
evaluating: matrix 463, run 0. Mean loss in evaluation epoch: 0.6838188171386719, epochs needed: 2000
evaluating: matrix 464, run 0. Mean loss in evaluation epoch: 0.500923216342926, epochs needed: 2000
evaluating: matrix 465, run 0. Mean loss in evaluation epoch: 0.4923264980316162, epochs needed: 2000
evaluating: matrix 466, run 0. Mean loss in evaluation epoch: 0.5490521788597107, epochs needed: 2000
evaluating: matrix 467, run 0. Mean loss in evaluation epoch: 0.5311858654022217, epochs needed: 2000
evaluating: matrix 468, run 0. Mean loss in evaluation epoch: 0.9449194073677063, epochs needed: 2000
evaluating: matrix 469, run 0. Mean loss in evaluation epoch: 0.5336917638778687, epochs needed: 2000
evaluating: matrix 470, run 0. Mean loss in evaluation epoch: 0.585905134677887, epochs needed: 2000
evaluating: matrix 471, run 0. Mean loss in evaluation epoch: 0.6063118577003479, epochs needed: 2000
evaluating: matrix 472, run 0. Mean loss in evaluation epoch: 0.5611305832862854, epochs needed: 2000
evaluating: matrix 473, run 0. Mean loss in evaluation epoch: 0.6431106328964233, epochs needed: 2000
evaluating: matrix 474, run 0. Mean loss in evaluation epoch: 0.5354694128036499, epochs needed: 2000
evaluating: matrix 475, run 0. Mean loss in evaluation epoch: 0.5248143672943115, epochs needed: 2000
evaluating: matrix 476, run 0. Mean loss in evaluation epoch: 0.5195876955986023, epochs needed: 2000
evaluating: matrix 477, run 0. Mean loss in evaluation epoch: 0.5707707405090332, epochs needed: 2000
evaluating: matrix 478, run 0. Mean loss in evaluation epoch: 0.786385715007782, epochs needed: 2000
evaluating: matrix 479, run 0. Mean loss in evaluation epoch: 1.1676729917526245, epochs needed: 2000
evaluating: matrix 480, run 0. Mean loss in evaluation epoch: 0.7804394364356995, epochs needed: 2000
evaluating: matrix 481, run 0. Mean loss in evaluation epoch: 0.5301185250282288, epochs needed: 2000
evaluating: matrix 482, run 0. Mean loss in evaluation epoch: 0.6759827136993408, epochs needed: 2000
evaluating: matrix 483, run 0. Mean loss in evaluation epoch: 0.6000625491142273, epochs needed: 2000
evaluating: matrix 484, run 0. Mean loss in evaluation epoch: 0.5867176055908203, epochs needed: 2000
evaluating: matrix 485, run 0. Mean loss in evaluation epoch: 0.5053827166557312, epochs needed: 2000
evaluating: matrix 486, run 0. Mean loss in evaluation epoch: 0.9439899921417236, epochs needed: 2000
evaluating: matrix 487, run 0. Mean loss in evaluation epoch: 0.8133562207221985, epochs needed: 2000
evaluating: matrix 488, run 0. Mean loss in evaluation epoch: 0.6013257503509521, epochs needed: 2000
evaluating: matrix 489, run 0. Mean loss in evaluation epoch: 0.5680534839630127, epochs needed: 2000
evaluating: matrix 490, run 0. Mean loss in evaluation epoch: 0.6948994398117065, epochs needed: 2000
evaluating: matrix 491, run 0. Mean loss in evaluation epoch: 0.8804526329040527, epochs needed: 2000
evaluating: matrix 492, run 0. Mean loss in evaluation epoch: 0.6790461540222168, epochs needed: 2000
evaluating: matrix 493, run 0. Mean loss in evaluation epoch: 0.584001362323761, epochs needed: 2000
evaluating: matrix 494, run 0. Mean loss in evaluation epoch: 0.8532472848892212, epochs needed: 2000
evaluating: matrix 495, run 0. Mean loss in evaluation epoch: 0.7128281593322754, epochs needed: 2000
evaluating: matrix 496, run 0. Mean loss in evaluation epoch: 0.4782658815383911, epochs needed: 2000
evaluating: matrix 497, run 0. Mean loss in evaluation epoch: 0.4154990315437317, epochs needed: 2000
evaluating: matrix 498, run 0. Mean loss in evaluation epoch: 0.5821783542633057, epochs needed: 2000
evaluating: matrix 499, run 0. Mean loss in evaluation epoch: 0.8464415073394775, epochs needed: 2000
evaluating: matrix 500, run 0. Mean loss in evaluation epoch: 0.4972461462020874, epochs needed: 2000
evaluating: matrix 501, run 0. Mean loss in evaluation epoch: 0.4883361756801605, epochs needed: 2000
evaluating: matrix 502, run 0. Mean loss in evaluation epoch: 1.2055244445800781, epochs needed: 2000
evaluating: matrix 503, run 0. Mean loss in evaluation epoch: 1.4250383377075195, epochs needed: 2000
evaluating: matrix 504, run 0. Mean loss in evaluation epoch: 0.5612944960594177, epochs needed: 2000
evaluating: matrix 505, run 0. Mean loss in evaluation epoch: 1.1945385932922363, epochs needed: 2000
evaluating: matrix 506, run 0. Mean loss in evaluation epoch: 0.5697076916694641, epochs needed: 2000
evaluating: matrix 507, run 0. Mean loss in evaluation epoch: 0.5357292294502258, epochs needed: 2000
evaluating: matrix 508, run 0. Mean loss in evaluation epoch: 1.1075847148895264, epochs needed: 2000
evaluating: matrix 509, run 0. Mean loss in evaluation epoch: 0.8973239064216614, epochs needed: 2000
evaluating: matrix 510, run 0. Mean loss in evaluation epoch: 0.7928926348686218, epochs needed: 2000
evaluating: matrix 511, run 0. Mean loss in evaluation epoch: 0.7145377397537231, epochs needed: 2000
evaluating: matrix 512, run 0. Mean loss in evaluation epoch: 0.49811509251594543, epochs needed: 2000
evaluating: matrix 513, run 0. Mean loss in evaluation epoch: 0.5234758853912354, epochs needed: 2000
evaluating: matrix 514, run 0. Mean loss in evaluation epoch: 0.5235230922698975, epochs needed: 2000
evaluating: matrix 515, run 0. Mean loss in evaluation epoch: 0.5398472547531128, epochs needed: 2000
evaluating: matrix 516, run 0. Mean loss in evaluation epoch: 0.47733521461486816, epochs needed: 2000
evaluating: matrix 517, run 0. Mean loss in evaluation epoch: 0.5053699612617493, epochs needed: 2000
evaluating: matrix 518, run 0. Mean loss in evaluation epoch: 0.46031200885772705, epochs needed: 2000
evaluating: matrix 519, run 0. Mean loss in evaluation epoch: 0.5015754103660583, epochs needed: 2000
evaluating: matrix 520, run 0. Mean loss in evaluation epoch: 0.7609246969223022, epochs needed: 2000
evaluating: matrix 521, run 0. Mean loss in evaluation epoch: 0.4693722426891327, epochs needed: 2000
evaluating: matrix 522, run 0. Mean loss in evaluation epoch: 0.513460099697113, epochs needed: 2000
evaluating: matrix 523, run 0. Mean loss in evaluation epoch: 0.8073129057884216, epochs needed: 2000
evaluating: matrix 524, run 0. Mean loss in evaluation epoch: 0.7395198345184326, epochs needed: 2000
evaluating: matrix 525, run 0. Mean loss in evaluation epoch: 0.3967588543891907, epochs needed: 2000
evaluating: matrix 526, run 0. Mean loss in evaluation epoch: 0.47530531883239746, epochs needed: 2000
evaluating: matrix 527, run 0. Mean loss in evaluation epoch: 0.6162833571434021, epochs needed: 2000
evaluating: matrix 528, run 0. Mean loss in evaluation epoch: 0.5780082941055298, epochs needed: 2000
evaluating: matrix 529, run 0. Mean loss in evaluation epoch: 0.5257670879364014, epochs needed: 2000
evaluating: matrix 530, run 0. Mean loss in evaluation epoch: 0.615730345249176, epochs needed: 2000
evaluating: matrix 531, run 0. Mean loss in evaluation epoch: 0.5325767993927002, epochs needed: 2000
evaluating: matrix 532, run 0. Mean loss in evaluation epoch: 0.751453697681427, epochs needed: 2000
evaluating: matrix 533, run 0. Mean loss in evaluation epoch: 0.8934834003448486, epochs needed: 2000
evaluating: matrix 534, run 0. Mean loss in evaluation epoch: 0.5023394823074341, epochs needed: 2000
evaluating: matrix 535, run 0. Mean loss in evaluation epoch: 0.872620701789856, epochs needed: 2000
evaluating: matrix 536, run 0. Mean loss in evaluation epoch: 0.6170165538787842, epochs needed: 2000
evaluating: matrix 537, run 0. Mean loss in evaluation epoch: 0.9453099966049194, epochs needed: 2000
evaluating: matrix 538, run 0. Mean loss in evaluation epoch: 0.5744677186012268, epochs needed: 2000
evaluating: matrix 539, run 0. Mean loss in evaluation epoch: 0.609072208404541, epochs needed: 2000
evaluating: matrix 540, run 0. Mean loss in evaluation epoch: 0.6682390570640564, epochs needed: 2000
evaluating: matrix 541, run 0. Mean loss in evaluation epoch: 0.6786006093025208, epochs needed: 2000
evaluating: matrix 542, run 0. Mean loss in evaluation epoch: 0.5583711266517639, epochs needed: 2000
evaluating: matrix 543, run 0. Mean loss in evaluation epoch: 0.4864562749862671, epochs needed: 2000
evaluating: matrix 544, run 0. Mean loss in evaluation epoch: 0.5889527797698975, epochs needed: 2000
evaluating: matrix 545, run 0. Mean loss in evaluation epoch: 0.7525731921195984, epochs needed: 2000
